Name,Nestbox,Section,Number,Longitude,Latitude,Grid Ref
Nestbox MP8, MP8,mp,8,-1.305067642,51.76692972,SP4805307812
Nestbox MP80, MP80,mp,80,-1.300926186,51.76204093,SP4834407271
Nestbox MP81, MP81,mp,81,-1.300948778,51.76245466,SP4834207317
Nestbox MP82, MP82,mp,82,-1.301042287,51.76296772,SP4833507374
Nestbox MP83, MP83,mp,83,-1.301497601,51.76350989,SP4830307434
Nestbox MP84, MP84,mp,84,-1.301666198,51.76385256,SP4829107472
Nestbox MP85, MP85,mp,85,-1.301821139,51.7641412,SP4828007504
Nestbox MP86, MP86,mp,86,-1.302572074,51.7643075,SP4822807522
Nestbox MP87, MP87,mp,87,-1.302650285,51.76487441,SP4822207585
Nestbox MP88, MP88,mp,88,-1.303226395,51.7651026,SP4818207610
Nestbox MP89, MP89,mp,89,-1.3044526,51.76546052,SP4809707649
Nestbox MP9, MP9,mp,9,-1.304689938,51.76699043,SP4807907819
Nestbox MP90, MP90,mp,90,-1.304719339,51.76601955,SP4807807711
Nestbox MP91, MP91,mp,91,-1.306458976,51.76786403,SP4795607915
Nestbox MP92, MP92,mp,92,-1.306050219,51.76805942,SP4798407937
Nestbox MP93, MP93,mp,93,-1.305538784,51.76833513,SP4801907968
Nestbox MP94, MP94,mp,94,-1.3054364,51.76877438,SP4802508017
Nestbox MP95, MP95,mp,95,-1.306651925,51.76851253,SP4794207987
Nestbox MP96, MP96,mp,96,-1.306892444,51.76794751,SP4792607924
Nestbox MP97, MP97,mp,97,-1.308863109,51.7613146,SP4779707185
Nestbox MP98, MP98,mp,98,-1.308560369,51.76121392,SP4781807174
Nestbox MS1, MS1,ms,1,-1.264355177,51.71177458,SP5092401705
Nestbox MS10, MS10,ms,10,-1.26290982,51.71183836,SP5102401713
Nestbox MS11, MS11,ms,11,-1.26335587,51.71181328,SP5099301710
Nestbox MS12, MS12,ms,12,-1.263731416,51.71186059,SP5096701715
Nestbox MS13, MS13,ms,13,-1.264120706,51.71195294,SP5094001725
Nestbox MS14, MS14,ms,14,-1.264231122,51.71204328,SP5093201735
Nestbox MS15, MS15,ms,15,-1.263816498,51.71196902,SP5096101727
Nestbox MS16, MS16,ms,16,-1.263411423,51.71195749,SP5098901726
Nestbox MS17, MS17,ms,17,-1.263034487,51.71202238,SP5101501733
Nestbox MS18, MS18,ms,18,-1.262538706,51.71222176,SP5104901756
Nestbox MS19, MS19,ms,19,-1.262263733,51.71222003,SP5106801756
Nestbox MS2, MS2,ms,2,-1.264169081,51.71164754,SP5093701691
Nestbox MS20, MS20,ms,20,-1.262246483,51.71239076,SP5106901775
Nestbox MS21, MS21,ms,21,-1.262665742,51.71242036,SP5104001778
Nestbox MS22, MS22,ms,22,-1.263129149,51.71240529,SP5100801776
Nestbox MS23, MS23,ms,23,-1.263478674,51.71227261,SP5098401761
Nestbox MS24, MS24,ms,24,-1.263768996,51.71222048,SP5096401755
Nestbox MS25, MS25,ms,25,-1.264145713,51.71219586,SP5093801752
Nestbox MS26, MS26,ms,26,-1.264270859,51.71251134,SP5092901787
Nestbox MS27, MS27,ms,27,-1.263849848,51.71258963,SP5095801796
Nestbox MS28, MS28,ms,28,-1.263574288,51.71262387,SP5097701800
Nestbox MS29, MS29,ms,29,-1.263183387,51.71263041,SP5100401801
Nestbox MS3, MS3,ms,3,-1.263762403,51.71173491,SP5096501701
Nestbox MS30, MS30,ms,30,-1.262661065,51.71270805,SP5104001810
Nestbox MS31, MS31,ms,31,-1.262323667,51.71298467,SP5106301841
Nestbox MS32, MS32,ms,32,-1.262816317,51.71295179,SP5102901837
Nestbox MS33, MS33,ms,33,-1.263178276,51.71294507,SP5100401836
Nestbox MS34, MS34,ms,34,-1.263700308,51.7128854,SP5096801829
Nestbox MS35, MS35,ms,35,-1.263989466,51.7129052,SP5094801831
Nestbox MS36, MS36,ms,36,-1.264338264,51.71281747,SP5092401821
Nestbox MS37, MS37,ms,37,-1.264491776,51.71316909,SP5091301860
Nestbox MS38, MS38,ms,38,-1.264216651,51.71317636,SP5093201861
Nestbox MS39, MS39,ms,39,-1.263754258,51.71312851,SP5096401856
Nestbox MS4, MS4,ms,4,-1.263400746,51.71172365,SP5099001700
Nestbox MS40, MS40,ms,40,-1.263379253,51.71320762,SP5099001865
Nestbox MS41, MS41,ms,41,-1.262811495,51.71324848,SP5102901870
Nestbox MS42, MS42,ms,42,-1.262507132,51.71327354,SP5105001873
Nestbox MS43, MS43,ms,43,-1.262428921,51.7136327,SP5105501913
Nestbox MS44, MS44,ms,44,-1.262644405,51.71373296,SP5104001924
Nestbox MS45, MS45,ms,45,-1.262820416,51.7135902,SP5102801908
Nestbox MS46, MS46,ms,46,-1.263415257,51.71350402,SP5098701898
Nestbox MS47, MS47,ms,47,-1.263906453,51.71356104,SP5095301904
Nestbox MS48, MS48,ms,48,-1.264268271,51.71356331,SP5092801904
Nestbox MS49, MS49,ms,49,-1.264630234,51.71355658,SP5090301903
Nestbox MS5, MS5,ms,5,-1.262909132,51.71169359,SP5102401697
Nestbox MS50, MS50,ms,50,-1.264333927,51.71397732,SP5092301950
Nestbox MS51, MS51,ms,51,-1.264190073,51.71392247,SP5093301944
Nestbox MS52, MS52,ms,52,-1.263829274,51.71385727,SP5095801937
Nestbox MS53, MS53,ms,53,-1.263468768,51.71377409,SP5098301928
Nestbox MS54, MS54,ms,54,-1.262976109,51.71380697,SP5101701932
Nestbox MS55, MS55,ms,55,-1.26275741,51.7139045,SP5103201943
Nestbox MS56, MS56,ms,56,-1.263119377,51.71389778,SP5100701942
Nestbox MS57, MS57,ms,57,-1.263541733,51.7139693,SP5097801950
Nestbox MS58, MS58,ms,58,-1.263782354,51.71407277,SP5096101961
Nestbox MS59, MS59,ms,59,-1.263621232,51.71420789,SP5097201976
Nestbox MS6, MS6,ms,6,-1.26227236,51.7116896,SP5106801697
Nestbox MS7, MS7,ms,7,-1.261853254,51.711651,SP5109701693
Nestbox MS8, MS8,ms,8,-1.26202063,51.71203868,SP5108501736
Nestbox MS9, MS9,ms,9,-1.262513416,51.71199682,SP5105101731
Nestbox NL1, NL1,nl,1,-1.267920361,51.71596881,SP5067302169
Nestbox NL10, NL10,nl,10,-1.270571613,51.71582344,SP5049002151
Nestbox NL11, NL11,nl,11,-1.271063566,51.71583549,SP5045602152
Nestbox NL12, NL12,nl,12,-1.271599373,51.71582083,SP5041902150
Nestbox NL13, NL13,nl,13,-1.27172718,51.71597447,SP5041002167
Nestbox NL14, NL14,nl,14,-1.271796805,51.71614574,SP5040502186
Nestbox NL15, NL15,nl,15,-1.271348702,51.71610699,SP5043602182
Nestbox NL16, NL16,nl,16,-1.270884682,51.71615806,SP5046802188
Nestbox NL17, NL17,nl,17,-1.270995701,51.71645547,SP5046002221
Nestbox NL18, NL18,nl,18,-1.271315422,51.71637653,SP5043802212
Nestbox NL19, NL19,nl,19,-1.271864698,51.71642489,SP5040002217
Nestbox NL2, NL2,nl,2,-1.267470376,51.71604692,SP5070402178
Nestbox NL20, NL20,nl,20,-1.271485351,51.71661135,SP5042602238
Nestbox NL21, NL21,nl,21,-1.271006129,51.71670729,SP5045902249
Nestbox NL22, NL22,nl,22,-1.270443533,51.71658691,SP5049802236
Nestbox NL23, NL23,nl,23,-1.270440641,51.71676672,SP5049802256
Nestbox NL24, NL24,nl,24,-1.269992244,51.71674595,SP5052902254
Nestbox NL25, NL25,nl,25,-1.269543558,51.71674316,SP5056002254
Nestbox NL26, NL26,nl,26,-1.269095741,51.71668643,SP5059102248
Nestbox NL27, NL27,nl,27,-1.268588146,51.71674621,SP5062602255
Nestbox NL28, NL28,nl,28,-1.268183027,51.7167347,SP5065402254
Nestbox NL29, NL29,nl,29,-1.268143958,51.71646472,SP5065702224
Nestbox NL3, NL3,nl,3,-1.267552281,51.71635314,SP5069802212
Nestbox NL30, NL30,nl,30,-1.267709313,51.71648899,SP5068702227
Nestbox NL31, NL31,nl,31,-1.267719432,51.71675879,SP5068602257
Nestbox NL32, NL32,nl,32,-1.267294319,51.71708882,SP5071502294
Nestbox NL33, NL33,nl,33,-1.267671365,51.71704621,SP5068902289
Nestbox NL34, NL34,nl,34,-1.268120054,51.71704901,SP5065802289
Nestbox NL35, NL35,nl,35,-1.268583217,51.71705189,SP5062602289
Nestbox NL36, NL36,nl,36,-1.269089366,51.71708201,SP5059102292
Nestbox NL37, NL37,nl,37,-1.269610859,51.71705828,SP5055502289
Nestbox NL38, NL38,nl,38,-1.270103259,51.71704335,SP5052102287
Nestbox NL39, NL39,nl,39,-1.270595225,51.7170554,SP5048702288
Nestbox NL4, NL4,nl,4,-1.26798736,51.7163019,SP5066802206
Nestbox NL40, NL40,nl,40,-1.271054856,51.71698983,SP5045502280
Nestbox NL41, NL41,nl,41,-1.270966632,51.71736341,SP5046102322
Nestbox NL42, NL42,nl,42,-1.270560494,51.71741484,SP5048902328
Nestbox NL43, NL43,nl,43,-1.270215578,51.71725984,SP5051302311
Nestbox NL44, NL44,nl,44,-1.270197632,51.71747552,SP5051402335
Nestbox NL45, NL45,nl,45,-1.269619831,51.7174,SP5055402327
Nestbox NL46, NL46,nl,46,-1.269112953,51.71741484,SP5058902329
Nestbox NL47, NL47,nl,47,-1.268651092,51.71733104,SP5062102320
Nestbox NL48, NL48,nl,48,-1.268186475,51.71741806,SP5065302330
Nestbox NL49, NL49,nl,49,-1.267694942,51.71737904,SP5068702326
Nestbox NL5, NL5,nl,5,-1.268623328,51.71635981,SP5062402212
Nestbox NL50, NL50,nl,50,-1.267232502,51.7173312,SP5071902321
Nestbox NL51, NL51,nl,51,-1.267183269,51.71769054,SP5072202361
Nestbox NL52, NL52,nl,52,-1.267718664,51.71770287,SP5068502362
Nestbox NL53, NL53,nl,53,-1.268267082,51.71780519,SP5064702373
Nestbox NL54, NL54,nl,54,-1.268702029,51.71776294,SP5061702368
Nestbox NL55, NL55,nl,55,-1.269195596,51.7176761,SP5058302358
Nestbox NL56, NL56,nl,56,-1.269701319,51.71773319,SP5054802364
Nestbox NL57, NL57,nl,57,-1.269540366,51.71784008,SP5055902376
Nestbox NL58, NL58,nl,58,-1.270119803,51.71776033,SP5051902367
Nestbox NL59, NL59,nl,59,-1.270236397,51.71803511,SP5051102397
Nestbox NL6, NL6,nl,6,-1.269347009,51.71636431,SP5057402212
Nestbox NL60, NL60,nl,60,-1.270659836,51.71799737,SP5048102393
Nestbox NL61, NL61,nl,61,-1.271108774,51.71793119,SP5045102385
Nestbox NL62, NL62,nl,62,-1.271479869,51.7177997,SP5042502370
Nestbox NL63, NL63,nl,63,-1.271368851,51.71754681,SP5043302342
Nestbox NL64, NL64,nl,64,-1.271386954,51.71733005,SP5043202318
Nestbox NL65, NL65,nl,65,-1.271789481,51.71750338,SP5040402337
Nestbox NL66, NL66,nl,66,-1.272224422,51.71746111,SP5037402332
Nestbox NL67, NL67,nl,67,-1.271867625,51.71714421,SP5039902297
Nestbox NL68, NL68,nl,68,-1.272001065,51.71694723,SP5039002275
Nestbox NL69, NL69,nl,69,-1.271655426,51.71683719,SP5041402263
Nestbox NL7, NL7,nl,7,-1.269824783,51.71635829,SP5054102211
Nestbox NL8, NL8,nl,8,-1.270289675,51.71625328,SP5050902199
Nestbox NL9, NL9,nl,9,-1.270134372,51.71600955,SP5052002172
Nestbox O1, O1,o,1,-1.345004772,51.76897515,SP4529508014
Nestbox O10, O10,o,10,-1.344945429,51.77007175,SP4529808136
Nestbox O100, O100,o,100,-1.338652797,51.76768938,SP4573407875
Nestbox O101, O101,o,101,-1.339550012,51.76777534,SP4567207884
Nestbox O102, O102,o,102,-1.339426946,51.76727115,SP4568107828
Nestbox O103, O103,o,103,-1.338490343,51.76690623,SP4574607788
Nestbox O104, O104,o,104,-1.338927012,51.76677382,SP4571607773
Nestbox O105, O105,o,105,-1.339206127,51.76651465,SP4569707744
Nestbox O106, O106,o,106,-1.338923418,51.76602753,SP4571707690
Nestbox O107, O107,o,107,-1.339046029,51.76556967,SP4570907639
Nestbox O108, O108,o,108,-1.337240625,51.7651639,SP4583407595
Nestbox O109, O109,o,109,-1.336737183,51.76490931,SP4586907567
Nestbox O11, O11,o,11,-1.344322352,51.7710663,SP4534008247
Nestbox O110, O110,o,110,-1.33658083,51.76470163,SP4588007544
Nestbox O111, O111,o,111,-1.335931449,51.76451814,SP4592507524
Nestbox O112, O112,o,112,-1.335466739,51.76458744,SP4595707532
Nestbox O113, O113,o,113,-1.336932798,51.76738344,SP4585307842
Nestbox O114, O114,o,114,-1.336651696,51.76678798,SP4587307776
Nestbox O115, O115,o,115,-1.336211998,51.76613814,SP4590407704
Nestbox O116, O116,o,116,-1.334811645,51.76577957,SP4600107665
Nestbox O117, O117,o,117,-1.333994408,51.76617055,SP4605707709
Nestbox O118, O118,o,118,-1.334433942,51.7668294,SP4602607782
Nestbox O119, O119,o,119,-1.334068651,51.76703413,SP4605107805
Nestbox O12, O12,o,12,-1.343382893,51.77089022,SP4540508228
Nestbox O13, O13,o,13,-1.343956551,51.77130702,SP4536508274
Nestbox O13a, O13a,o,13a,-1.343652492,51.77128734,SP4538608272
Nestbox O14, O14,o,14,-1.342709113,51.77038295,SP4545208172
Nestbox O15, O15,o,15,-1.343171916,51.77044848,SP4542008179
Nestbox O16, O16,o,16,-1.343007025,51.76982717,SP4543208110
Nestbox O17, O17,o,17,-1.34301655,51.76917086,SP4543208037
Nestbox O18, O18,o,18,-1.344359143,51.7686762,SP4534007981
Nestbox O19, O19,o,19,-1.344334295,51.76924115,SP4534108044
Nestbox O2, O2,o,2,-1.344983127,51.76946955,SP4529608069
Nestbox O20, O20,o,20,-1.344298152,51.76973547,SP4534308099
Nestbox O201, O201,o,201,-1.346397009,51.76689694,SP4520107782
Nestbox O202, O202,o,202,-1.346119362,51.76705724,SP4522007800
Nestbox O203, O203,o,203,-1.346087395,51.76726386,SP4522207823
Nestbox O204, O204,o,204,-1.346413705,51.76674419,SP4520007765
Nestbox O205, O205,o,205,-1.345862438,51.76678608,SP4523807770
Nestbox O206, O206,o,206,-1.346010064,51.76659808,SP4522807749
Nestbox O207, O207,o,207,-1.346461847,51.76642077,SP4519707729
Nestbox O208, O208,o,208,-1.345425269,51.76695448,SP4526807789
Nestbox O209, O209,o,209,-1.34550727,51.7672966,SP4526207827
Nestbox O21, O21,o,21,-1.345355409,51.7687793,SP4527107992
Nestbox O210, O210,o,210,-1.34516939,51.76661139,SP4528607751
Nestbox O211, O211,o,211,-1.345854832,51.7663095,SP4523907717
Nestbox O212, O212,o,212,-1.345697133,51.76619174,SP4525007704
Nestbox O213, O213,o,213,-1.345220531,51.76608119,SP4528307692
Nestbox O214, O214,o,214,-1.345990565,51.76594162,SP4523007676
Nestbox O215, O215,o,215,-1.346584124,51.76598088,SP4518907680
Nestbox O216, O216,o,216,-1.345368938,51.76583926,SP4527307665
Nestbox O217, O217,o,217,-1.345733648,51.76567045,SP4524807646
Nestbox O218, O218,o,218,-1.346270673,51.7656105,SP4521107639
Nestbox O219, O219,o,219,-1.346691771,51.76555044,SP4518207632
Nestbox O22, O22,o,22,-1.345821317,51.76862904,SP4523907975
Nestbox O220, O220,o,220,-1.346566303,51.76520754,SP4519107594
Nestbox O221, O221,o,221,-1.34559239,51.76541792,SP4525807618
Nestbox O222, O222,o,222,-1.345639887,51.76513945,SP4525507587
Nestbox O223, O223,o,223,-1.34501515,51.76525286,SP4529807600
Nestbox O224, O224,o,224,-1.34507844,51.76488457,SP4529407559
Nestbox O225, O225,o,225,-1.344897363,51.76438006,SP4530707503
Nestbox O226, O226,o,226,-1.344603458,51.76566416,SP4532607646
Nestbox O227, O227,o,227,-1.344302952,51.76540174,SP4534707617
Nestbox O228, O228,o,228,-1.344580075,51.76527741,SP4532807603
Nestbox O229, O229,o,229,-1.343783675,51.765237,SP4538307599
Nestbox O23, O23,o,23,-1.346055633,51.76845951,SP4522307956
Nestbox O230, O230,o,230,-1.34418339,51.76565283,SP4535507645
Nestbox O231, O231,o,231,-1.342264673,51.76545285,SP4548707624
Nestbox O232, O232,o,232,-1.341913788,51.76566667,SP4551107648
Nestbox O233, O233,o,233,-1.342078661,51.76528997,SP4550007606
Nestbox O234, O234,o,234,-1.341324554,51.7653307,SP4555207611
Nestbox O235, O235,o,235,-1.343230777,51.76578193,SP4542007660
Nestbox O236, O236,o,236,-1.343515225,51.76615216,SP4540007701
Nestbox O237, O237,o,237,-1.343466411,51.76652052,SP4540307742
Nestbox O238, O238,o,238,-1.343358332,51.76697847,SP4541007793
Nestbox O239, O239,o,239,-1.343745914,51.76723239,SP4538307821
Nestbox O24, O24,o,24,-1.346846941,51.76785251,SP4516907888
Nestbox O240, O240,o,240,-1.342341555,51.7661456,SP4548107701
Nestbox O241, O241,o,241,-1.341931921,51.76641304,SP4550907731
Nestbox O242, O242,o,242,-1.341280663,51.76635545,SP4555407725
Nestbox O243, O243,o,243,-1.342034055,51.76896756,SP4550008015
Nestbox O244, O244,o,244,-1.341669305,51.76913635,SP4552508034
Nestbox O245, O245,o,245,-1.341402063,51.76957543,SP4554308083
Nestbox O246, O246,o,246,-1.341353481,51.76992635,SP4554608122
Nestbox O247, O247,o,247,-1.341187677,51.77036545,SP4555708171
Nestbox O248, O248,o,248,-1.340924743,51.77050784,SP4557508187
Nestbox O249, O249,o,249,-1.340891441,51.77080436,SP4557708220
Nestbox O25, O25,o,25,-1.34605348,51.76760534,SP4522407861
Nestbox O250, O250,o,250,-1.340795591,51.77141522,SP4558308288
Nestbox O251, O251,o,251,-1.3402,51.77151078,SP4562408299
Nestbox O252, O252,o,252,-1.341128894,51.77141709,SP4556008288
Nestbox O253, O253,o,253,-1.342237821,51.77090181,SP4548408230
Nestbox O254, O254,o,254,-1.342069544,51.77051425,SP4549608187
Nestbox O255, O255,o,255,-1.342466682,51.77011186,SP4546908142
Nestbox O256, O256,o,256,-1.342650757,51.76941158,SP4545708064
Nestbox O257, O257,o,257,-1.342640052,51.76915078,SP4545808035
Nestbox O258, O258,o,258,-1.343418101,51.7684628,SP4540507958
Nestbox O259, O259,o,259,-1.341022684,51.76975313,SP4556908103
Nestbox O26, O26,o,26,-1.346952264,51.76758336,SP4516207858
Nestbox O260, O260,o,260,-1.340641206,51.77007467,SP4559508139
Nestbox O261, O261,o,261,-1.340287788,51.77045931,SP4561908182
Nestbox O27, O27,o,27,-1.347485292,51.76780211,SP4512507882
Nestbox O27a, O27a,o,27a,-1.347520492,51.76737073,SP4512307834
Nestbox O28, O28,o,28,-1.346967859,51.76727577,SP4516107824
Nestbox O29, O29,o,29,-1.345844582,51.76902478,SP4523708019
Nestbox O3, O3,o,3,-1.345360019,51.76946266,SP4527008068
Nestbox O30, O30,o,30,-1.345055138,51.7684989,SP4529207961
Nestbox O30a, O30a,o,30a,-1.345642036,51.76799866,SP4525207905
Nestbox O31, O31,o,31,-1.344951753,51.76863319,SP4529907976
Nestbox O32, O32,o,32,-1.345648793,51.76753116,SP4525207853
Nestbox O33, O33,o,33,-1.345102392,51.76762657,SP4528907864
Nestbox O34, O34,o,34,-1.344916167,51.76708651,SP4530307804
Nestbox O35, O35,o,35,-1.344368468,51.76727183,SP4534007825
Nestbox O36, O36,o,36,-1.34480506,51.76675322,SP4531107767
Nestbox O37, O37,o,37,-1.34430422,51.76670502,SP4534507762
Nestbox O38, O38,o,38,-1.344769267,51.76622254,SP4531407708
Nestbox O38a, O38a,o,38a,-1.345022226,51.7657654,SP4529707657
Nestbox O38b, O38b,o,38b,-1.345214102,51.7655237,SP4528407630
Nestbox O39, O39,o,39,-1.342102221,51.76726861,SP4549707826
Nestbox O4, O4,o,4,-1.345953883,51.76948394,SP4522908070
Nestbox O40, O40,o,40,-1.342591621,51.76749613,SP4546307851
Nestbox O41, O41,o,41,-1.342639399,51.76719968,SP4546007818
Nestbox O42, O42,o,42,-1.343152173,51.76781395,SP4542407886
Nestbox O43, O43,o,43,-1.343815599,51.76803344,SP4537807910
Nestbox O44, O44,o,44,-1.343769261,51.76823099,SP4538107932
Nestbox O45, O45,o,45,-1.344296776,51.76782933,SP4534507887
Nestbox O46, O46,o,46,-1.344440247,51.76792903,SP4533507898
Nestbox O47, O47,o,47,-1.34481036,51.76838964,SP4530907949
Nestbox O48, O48,o,48,-1.342514477,51.76482531,SP4547107554
Nestbox O49, O49,o,49,-1.343064941,51.76483738,SP4543307555
Nestbox O5, O5,o,5,-1.346708185,51.76943419,SP4517708064
Nestbox O50, O50,o,50,-1.343072126,51.76534093,SP4543207611
Nestbox O51, O51,o,51,-1.343562025,51.76553293,SP4539807632
Nestbox O52, O52,o,52,-1.343847393,51.76583977,SP4537807666
Nestbox O53, O53,o,53,-1.344263296,51.7661388,SP4534907699
Nestbox O54, O54,o,54,-1.342923988,51.76855894,SP4543907969
Nestbox O55, O55,o,55,-1.343967307,51.76856477,SP4536707969
Nestbox O56, O56,o,56,-1.343238215,51.76887539,SP4541708004
Nestbox O57, O57,o,57,-1.342687572,51.76987034,SP4545408115
Nestbox O58, O58,o,58,-1.343145083,51.76430735,SP4542807496
Nestbox O59, O59,o,59,-1.343620358,51.76450781,SP4539507518
Nestbox O5a, O5a,o,5a,-1.346317322,51.76940504,SP4520408061
Nestbox O6, O6,o,6,-1.346746468,51.76979405,SP4517408104
Nestbox O60, O60,o,60,-1.344643324,51.7639111,SP4532507451
Nestbox O61, O61,o,61,-1.34416818,51.76370165,SP4535807428
Nestbox O62, O62,o,62,-1.344602895,51.76770516,SP4532407873
Nestbox O63, O63,o,63,-1.343075898,51.76408218,SP4543307471
Nestbox O64, O64,o,64,-1.342500251,51.76380923,SP4547307441
Nestbox O65, O65,o,65,-1.341623386,51.76371396,SP4553307431
Nestbox O66, O66,o,66,-1.340916567,51.76349421,SP4558207407
Nestbox O67, O67,o,67,-1.342194716,51.7642836,SP4549307494
Nestbox O68, O68,o,68,-1.34275518,51.76421526,SP4545507486
Nestbox O69, O69,o,69,-1.341519318,51.76489167,SP4553907562
Nestbox O7, O7,o,7,-1.346307845,51.77006135,SP4520408134
Nestbox O70, O70,o,70,-1.340913258,51.764717,SP4558107543
Nestbox O71, O71,o,71,-1.340629756,51.76428383,SP4560107495
Nestbox O72, O72,o,72,-1.339067762,51.76308822,SP4571007363
Nestbox O73, O73,o,73,-1.339208132,51.76240568,SP4570107287
Nestbox O74, O74,o,74,-1.340186934,51.76285175,SP4563307336
Nestbox O75, O75,o,75,-1.338209701,51.76132112,SP4577107167
Nestbox O75a, O75a,o,75a,-1.337341856,51.76121733,SP4583107156
Nestbox O75b, O75b,o,75b,-1.336766017,51.76096233,SP4587107128
Nestbox O75c, O75c,o,75c,-1.337319721,51.76074967,SP4583307104
Nestbox O75d, O75d,o,75d,-1.336438456,51.76057386,SP4589407085
Nestbox O76, O76,o,76,-1.337914153,51.76171507,SP4579107211
Nestbox O77, O77,o,77,-1.339048627,51.76241378,SP4571207288
Nestbox O78, O78,o,78,-1.338534304,51.7629054,SP4574707343
Nestbox O78a, O78a,o,78a,-1.338428942,51.76317454,SP4575407373
Nestbox O79, O79,o,79,-1.337933957,51.7633336,SP4578807391
Nestbox O8, O8,o,8,-1.346232527,51.77025918,SP4520908156
Nestbox O80, O80,o,80,-1.337594664,51.76374528,SP4581107437
Nestbox O81, O81,o,81,-1.338035147,51.76434118,SP4578007503
Nestbox O82, O82,o,82,-1.33766266,51.7650404,SP4580507581
Nestbox O83, O83,o,83,-1.337903063,51.76544636,SP4578807626
Nestbox O84, O84,o,84,-1.338532417,51.76501832,SP4574507578
Nestbox O85, O85,o,85,-1.340050003,51.76528759,SP4564007607
Nestbox O86, O86,o,86,-1.340855,51.76573267,SP4558407656
Nestbox O87, O87,o,87,-1.342156193,51.76593777,SP4549407678
Nestbox O9, O9,o,9,-1.34537769,51.77024499,SP4526808155
Nestbox O93, O93,o,93,-1.336103726,51.76561604,SP4591207646
Nestbox O94, O94,o,94,-1.335442485,51.76525265,SP4595807606
Nestbox O95, O95,o,95,-1.335488592,51.76507309,SP4595507586
Nestbox O96, O96,o,96,-1.335160881,51.76469361,SP4597807544
Nestbox P1, P1,p,1,-1.317097714,51.76330436,SP4722607401
Nestbox P10, P10,p,10,-1.315249288,51.76480413,SP4735207569
Nestbox P100, P100,p,100,-1.319053991,51.76425978,SP4709007506
Nestbox P101, P101,p,101,-1.318917234,51.76468158,SP4709907553
Nestbox P102, P102,p,102,-1.319653853,51.76387663,SP4704907463
Nestbox P103, P103,p,103,-1.320019452,51.76365397,SP4702407438
Nestbox P104, P104,p,104,-1.318879834,51.7633147,SP4710307401
Nestbox P105, P105,p,105,-1.318623636,51.76300751,SP4712107367
Nestbox P106, P106,p,106,-1.317915316,51.76289551,SP4717007355
Nestbox P107, P107,p,107,-1.317692431,51.76326286,SP4718507396
Nestbox P108, P108,p,108,-1.317917074,51.76374069,SP4716907449
Nestbox P109, P109,p,109,-1.318097577,51.76426323,SP4715607507
Nestbox P11, P11,p,11,-1.316120272,51.76470131,SP4729207557
Nestbox P110, P110,p,110,-1.31640982,51.76375891,SP4727307452
Nestbox P111, P111,p,111,-1.316297837,51.76349806,SP4728107423
Nestbox P112, P112,p,112,-1.316054659,51.76328931,SP4729807400
Nestbox P113, P113,p,113,-1.315988962,51.76380142,SP4730207457
Nestbox P114, P114,p,114,-1.315276557,51.76395912,SP4735107475
Nestbox P115, P115,p,115,-1.314858682,51.76380437,SP4738007458
Nestbox P116, P116,p,116,-1.31454857,51.76418865,SP4740107501
Nestbox P117, P117,p,117,-1.31509793,51.76427277,SP4736307510
Nestbox P118, P118,p,118,-1.316012779,51.76414323,SP4730007495
Nestbox P119, P119,p,119,-1.316651654,51.76405703,SP4725607485
Nestbox P12, P12,p,12,-1.316963902,51.76449042,SP4723407533
Nestbox P120, P120,p,120,-1.315444988,51.76431975,SP4733907515
Nestbox P121, P121,p,121,-1.31562397,51.76494118,SP4732607584
Nestbox P122, P122,p,122,-1.316446738,51.76515277,SP4726907607
Nestbox P123, P123,p,123,-1.317185831,51.76514807,SP4721807606
Nestbox P124, P124,p,124,-1.316659465,51.7654597,SP4725407641
Nestbox P125, P125,p,125,-1.315908458,51.7652935,SP4730607623
Nestbox P126, P126,p,126,-1.315241401,51.76532558,SP4735207627
Nestbox P13, P13,p,13,-1.316944418,51.76386092,SP4723607463
Nestbox P14, P14,p,14,-1.318132649,51.76482089,SP4715307569
Nestbox P15, P15,p,15,-1.318823671,51.7651216,SP4710507602
Nestbox P16, P16,p,16,-1.319327419,51.7653493,SP4707007627
Nestbox P17, P17,p,17,-1.320256768,51.76521981,SP4700607612
Nestbox P18, P18,p,18,-1.321128558,51.765063,SP4694607594
Nestbox P19, P19,p,19,-1.321590062,51.76520952,SP4691407610
Nestbox P2, P2,p,2,-1.317360124,51.76416005,SP4720707496
Nestbox P20, P20,p,20,-1.322737683,51.76501833,SP4683507588
Nestbox P21, P21,p,21,-1.323728061,51.76468237,SP4676707550
Nestbox P22, P22,p,22,-1.322918009,51.76458779,SP4682307540
Nestbox P23, P23,p,23,-1.321646192,51.76436467,SP4691107516
Nestbox P24, P24,p,24,-1.320402691,51.76418666,SP4699707497
Nestbox P3, P3,p,3,-1.317932102,51.76466687,SP4716707552
Nestbox P4, P4,p,4,-1.317621325,51.76509665,SP4718807600
Nestbox P5, P5,p,5,-1.31704851,51.76560582,SP4722707657
Nestbox P6, P6,p,6,-1.317091958,51.76656813,SP4722307764
Nestbox P7, P7,p,7,-1.316645624,51.76637673,SP4725407743
Nestbox P8, P8,p,8,-1.316146725,51.76678742,SP4728807789
Nestbox P9, P9,p,9,-1.315768086,51.7669111,SP4731407803
Nestbox SC1, SC1,sc,1,-1.316779082,51.7536909,SP4725806332
Nestbox SC2, SC2,sc,2,-1.316713706,51.75322298,SP4726306280
