Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20261EX77,ex,Keith Mc Mahon,false,g,6,true,10-06-2026,,,17-04-2026,17,0,4,1.33,true,0,07-05-2026,07-05-2026,37,13,5.20,3,8,7,7,51,15,7,0,7,19.37,7,4,py93750,py93901,"3b00181c52, py93901, py93750",,,,0,"not hatched, fermale, female, male",,,,,,,,,
20261EX78,ex,Keith Mc Mahon,false,g,6,true,10-06-2026,,,10-04-2026,10,0,7,1.00,true,0,03-05-2026,01-05-2026,31,11,4.50,3,11,10,10,45,15,10,0,10,17.88,10,2,py94171,py93744,"0110178f13, py93744",,,,0,"cold, not hatched, fon, male, female observed without a ring, 2 chicks added from ex42, fon no ring",,,,,,,,,
20261EX79,ex,Keith Mc Mahon,false,b,6,true,10-06-2026,,,19-04-2026,19,0,6,,true,0,10-05-2026,09-05-2026,39,12,2.90,3,9,4,0,,,,0,0,,0,2,bzd5869,,"3b004c2282, bzd5869",,,,0,"fon unringed, unable to catch the female, dropped nest, male",,,,,,,,,
20261EX8,ex,Grant Maslowski,false,b,6,true,16-06-2026,,,21-04-2026,21,0,4,1.00,true,0,12-05-2026,12-05-2026,42,13,3.40,3,9,8,8,56,15,8,0,8,11.66,8,2,bzd6097,bpl2236,"bzd6097, bpl2236",,,,0,"FON, fp on no IDs",,,,,,,,,
20261EX80,ex,Grant Maslowski,false,b,6,true,23-05-2026,,,04-04-2026,4,0,10,,true,0,26-04-2026,27-04-2026,27,14,4.80,4,10,5,0,,,,0,0,,0,1,,bzd2872,01103fc563,,,,0,"FON, hc1 no chicks, FON, both adults have PIT tags",,,,,,,,,
20261EX81A,ex,Grant Maslowski,false,b,6,true,30-05-2026,,,13-04-2026,13,0,6,1.00,true,0,05-05-2026,06-05-2026,36,14,3.50,3,10,9,9,50,15,9,0,9,11.80,9,2,atr5555,bzd1994,"01103fc066, 3b0018eda7",,,,0,"FON, FON, FON, both parents sexed",,,,,,,,,
20261EX84,ex,David Lopez Idiaquez,false,b,6,true,31-05-2026,,,12-04-2026,12,0,5,0.75,true,0,02-05-2026,04-05-2026,34,15,3.37,3,8,6,0,,,,0,0,,0,0,,,,,,,0,not hached,,,,,,,,,
20261EX85,ex,David Lopez Idiaquez,false,,6,true,31-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261EX86,ex,David Lopez Idiaquez,false,b,6,true,31-05-2026,,,14-04-2026,14,0,5,1.00,true,0,06-05-2026,06-05-2026,36,13,3.18,3,10,2,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261EX88,ex,David Lopez Idiaquez,false,b,6,true,31-05-2026,,,15-04-2026,15,0,10,,true,0,07-05-2026,07-05-2026,37,13,,,10,5,0,,,,0,0,,0,0,,,,,,,0,not hached,,,,,,,,,
20261EX89,ex,David Lopez Idiaquez,false,b,6,true,31-05-2026,,,06-04-2026,6,0,8,0.50,true,0,28-04-2026,29-04-2026,29,14,3.59,3,10,10,10,43,15,10,0,10,11.75,10,2,ajy6553,ajy6700,"ajy6700, ajy6553",,,,0,"cold, adult capture",,,,,,,,,
20261EX8A,ex,Grant Maslowski,false,b,6,true,28-05-2026,,,10-04-2026,10,0,6,1.00,true,0,02-05-2026,03-05-2026,33,14,4.70,4,10,6,0,,,,2,0,,0,1,,bzd1505,3b0018b230,,,,0,"FON, hc1 no chicks, FON, FON",,,,,,,,,
20261EX9,ex,Grant Maslowski,false,m,6,true,22-05-2026,,,05-04-2026,5,0,13,,true,0,25-04-2026,27-04-2026,27,15,3.70,3,8,8,8,41,15,8,0,8,11.36,8,3,bzd2334,bzd2337,"3b004be4aa, 3b004c1905",,,,0,"FON, hc1 no chicks, hc2 no chicks, both adults have PIT tags, fp",,,,,,,,,
20261EX90,ex,David Lopez Idiaquez,false,b,6,true,31-05-2026,,,04-04-2026,4,0,8,,true,0,26-04-2026,27-04-2026,27,14,3.43,3,10,8,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261EX91,ex,David Lopez Idiaquez,false,g,6,true,31-05-2026,,,13-04-2026,13,0,4,1.00,true,0,03-05-2026,02-05-2026,32,12,5.13,3,8,7,7,46,15,7,0,7,18.43,7,2,py92333,py94258,"3b0018ff48, 01103f947e",,,,0,faceplate,,,,,,,,,
20261EX92,ex,David Lopez Idiaquez,false,b,6,true,31-05-2026,,,10-04-2026,10,0,8,1.00,true,0,01-05-2026,01-05-2026,31,13,2.95,3,9,5,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261HE1,he,Molly Heal,false,g,6,true,27-05-2026,,,08-04-2026,8,0,6,0.75,true,0,29-04-2026,30-04-2026,30,13,5.30,3,10,9,9,44,15,9,0,9,19.70,9,3,py90803,py90184,"01103fd33f, py90184, py90803",,,,0,"eggs cold, no ad, hc1, fp, f only, caught f&m",,,,,,,,,
20261HE2,he,Molly Heal,false,,6,true,30-05-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261HE3,he,Molly Heal,false,b,6,true,26-05-2026,,,06-04-2026,6,0,6,0.67,true,0,26-04-2026,28-04-2026,28,15,3.50,3,8,6,6,42,15,6,0,6,11.33,6,3,bva5222,bzd1840,"3b004c6bbf, 3b00485d9a, bzd1840",,,,0,"FON, hc1, no chicks, hc2, FON before had pole up to nestbox, fp m & f, caught f",,,,,,,,,
20261HE4,he,Molly Heal,false,g,6,true,30-05-2026,,,16-04-2026,16,0,2,1.00,true,0,06-05-2026,05-05-2026,35,12,5.30,3,8,7,7,49,15,7,0,7,17.93,7,3,,,"01103f9831, 3b001887d1, py94267",,,,0,"FON, hc1, FON, didn't disturb, hc2, fp 2 ad both sexed as f by pl, caught f, 3B001887D1 is m, prev. mis-id'd as f",,,,,,,,,
20261HE5,he,Molly Heal,false,g,6,true,30-05-2026,,,28-03-2026,-3,0,6,1.00,true,0,23-04-2026,26-04-2026,26,16,4.40,3,14,12,12,40,15,12,0,12,17.35,12,2,py90618,py90617,"3b00181170, py90617",,,,0,"FON, eggs cold, eggs lukewarm, hc1, FON, fp, m only, caught f",,,,,,,,,
20261MP1,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,1.00,true,0,29-04-2026,30-04-2026,30,14,2.90,3,9,7,7,44,15,7,0,7,10.71,7,1,,bpl3225,bpl3225,,,,0,"FON female is not tagged, catching attempt 1",,,,,,,,,
20261MP10,mp,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP11,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,07-04-2026,7,0,8,,true,0,26-04-2026,29-04-2026,29,16,3.60,3,7,7,0,,,,0,0,,0,0,,,,,,,0,"hc1 FON, fon female is tagged",,,,,,,,,
20261MP12,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,13-04-2026,13,0,5,1.00,true,0,02-05-2026,02-05-2026,32,13,3.50,3,7,7,7,46,15,7,0,7,10.43,7,2,bdb5280,bzd4366,"bzd4366, bdb5280",,,,0,"FON, faceplated no parent detected, catching attempt 1",,,,,,,,,
20261MP13,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,17-04-2026,17,0,7,1.00,true,0,08-05-2026,08-05-2026,38,13,4.50,3,9,8,7,52,15,7,0,7,16.54,7,3,py91233,py91229,"01103facee, 01103fcf21, py91229",,,,0,"eggs cold, hc1 not hatched yet fon, faceplated",,,,,,,,,
20261MP14,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,08-04-2026,8,0,8,0.80,true,0,30-04-2026,,,,5.40,3,10,10,10,48,,10,0,10,17.91,10,2,py90160,py93599,"3b0018fd10, 3b004a99d5",,,,0,"eggs cold, FON, hc1 FON not hatched yet, hc2 not hatched yet female on nest, faceplate",,,,,,,,,
20261MP15,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,14-04-2026,14,0,5,0.50,true,0,05-05-2026,11-05-2026,41,19,3.40,3,9,9,0,,,,0,0,,0,0,,,,,,,0,"eggs cold, eggs cold, eggs cold, hc1 female not tagged",,,,,,,,,
20261MP16,mp,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP17,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,1.00,true,0,01-05-2026,30-04-2026,30,12,3.50,3,11,6,0,,,,0,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20261MP18,mp,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP19,mp,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP2,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,13-04-2026,13,0,5,,,0,,,,,,,3,,0,,,,0,0,,0,0,,,,,,,0,"front was off, front off, front had fallen off, eggs cold, eggs cold, eggs cold",,,,,,,,,
20261MP20,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,09-04-2026,9,0,8,1.00,true,0,02-05-2026,06-05-2026,36,17,5.40,3,11,7,7,51,16,7,0,7,19.27,7,2,py90179,py91209,"0700eda7b8, 3b00183904",,,,0,"eggs cold, eggs cold, hc2 eggs warm, faceplated",,,,,,,,,
20261MP21,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,11-04-2026,11,0,5,0.86,true,0,04-05-2026,04-05-2026,34,13,3.50,3,11,6,5,48,15,5,0,5,10.26,5,2,bpl3301,bpl3311,"bpl3301, bpl3311",,,,0,"FON, hc1 FON, FON, faceplate no parent detected, catching attempt 1",,,,,,,,,
20261MP22,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,07-04-2026,7,0,8,1.00,true,0,28-04-2026,30-04-2026,30,15,3.50,3,9,9,9,44,15,9,0,9,10.61,9,1,,bdb5692,bdb5692,,,,0,"cold eggs, FON, FON, catching attempt 1",,,,,,,,,
20261MP23,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,06-04-2026,6,0,8,1.00,true,0,28-04-2026,30-04-2026,30,15,3.50,3,10,7,0,,,,0,0,,0,0,,,,,,,0,"cold eggs, FON, fon female is tagged",,,,,,,,,
20261MP24,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,1.00,true,0,30-04-2026,01-05-2026,31,14,3.40,3,10,10,10,45,15,10,0,10,11.40,10,2,bzd7527,bdb5562,"3b00185ab9, bdb5562",,,,0,"eggs cold, FON, FON, faceplate, catching attempt 1",,,,,,,,,
20261MP25,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,07-04-2026,7,0,8,1.00,true,0,29-04-2026,30-04-2026,30,14,3.50,3,10,10,10,44,15,10,0,10,10.28,10,1,bpl3227,,bpl3227,,,,0,"cold eggs, fon female not tagged, catching attempt 1",,,,,,,,,
20261MP26,mp,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP27,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,09-04-2026,9,0,8,1.00,true,0,30-04-2026,29-04-2026,29,12,5.30,3,9,9,9,43,15,9,0,9,18.73,9,2,py93625,jf62852,"3b0018af21, jf62852",,,,0,"FON, faceplated, catching attempt 1",,,,,,,,,
20261MP28,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,05-04-2026,5,0,8,,true,0,27-04-2026,29-04-2026,29,15,3.80,3,10,9,9,43,15,9,0,9,10.27,9,2,bzd1764,bpl3214,"3b004b56b3, bpl3214",,,,0,"cold eggs, FON, hc1 FON, faceplated, catching attempt 1",,,,,,,,,
20261MP29,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,06-04-2026,6,0,8,1.00,true,0,30-04-2026,30-04-2026,30,13,3.60,3,12,6,0,,,,0,0,,0,0,,,,,,,0,FON,,,,,,,,,
20261MP3,mp,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP30,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,01-04-2026,1,0,6,,true,0,22-04-2026,23-04-2026,23,14,,,9,9,0,,,,0,0,,0,0,,,,,,,0,hc1 FON,,,,,,,,,
20261MP31,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,09-04-2026,9,0,8,1.00,true,0,30-04-2026,29-04-2026,29,12,3.50,3,9,8,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP32,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,13-04-2026,13,0,5,1.00,true,0,04-05-2026,04-05-2026,34,13,3.30,3,9,9,0,,,,0,0,,0,0,,,,,,,0,"eggs cold, FON, FON, fon",,,,,,,,,
20261MP33,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,0.80,true,2,28-04-2026,06-05-2026,36,21,3.20,3,8,2,0,,,,0,0,,0,0,,,,,,,0,"eggs cold, eggs cold, FON, fon female not tagged",,,,,,,,,
20261MP34,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,04-04-2026,4,0,8,,true,0,25-04-2026,26-04-2026,26,14,5.30,3,9,9,9,40,15,9,0,9,19.20,9,2,py93646,pf71615,"3b0018290a, 01103fd197",,,,0,"cold eggs, FON, faceplated",,,,,,,,,
20261MP34A,mp,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP35,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,1.00,true,0,01-05-2026,02-05-2026,32,14,3.20,3,11,11,0,,,,0,0,,0,0,,,,,,,0,hc1 fon female is not tagged,,,,,,,,,
20261MP36,mp,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"front off, front had fallen off",,,,,,,,,
20261MP37,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,05-04-2026,5,0,8,1.00,true,0,28-04-2026,29-04-2026,29,14,3.50,3,11,10,0,,,,10,0,,0,1,bac0717,,bac0717,,,,0,"cold eggs, FON, faceplated no parents detected, catching attempt 1 and 2, catching attempt 3",,,,,,,,,
20261MP38,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,10-04-2026,10,0,5,,true,0,02-05-2026,02-05-2026,32,13,3.60,3,10,10,10,46,15,10,0,10,10.93,10,2,bzd7543,bzd4363,"3b00181a75, 3b0019299d",,,,0,"FON, faceplated",,,,,,,,,
20261MP39,mp,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP4,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,13-04-2026,13,0,5,1.00,true,0,04-05-2026,05-05-2026,35,14,5.10,3,9,9,0,,,,9,0,,0,0,,,,,,,0,"eggs cold, FON, hc1 eggs warm, fon, faceplated no parent detected",,,,,,,,,
20261MP40,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,05-04-2026,5,0,8,,true,0,25-04-2026,27-04-2026,27,15,3.50,3,8,7,7,41,15,7,0,7,10.93,7,2,bpl3203,bpl3202,"bpl3202, bpl3203",,,,0,"cold eggs, FON, FON, faceplated not even a detection, will try this box again, faceplated no parents detected, catching attempt 1",,,,,,,,,
20261MP41,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,17-04-2026,17,0,7,,true,0,07-05-2026,,,,5.30,3,8,,0,,,,0,0,,0,0,,,,,,,0,"hc1 eggs cold, hc2 eggs cold, hc3 eggs cold, hc4 eggs cold",,,,,,,,,
20261MP42,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,09-04-2026,9,0,8,1.00,true,0,30-04-2026,01-05-2026,31,14,4.80,3,9,9,9,45,15,9,0,9,18.83,9,2,py93635,py93644,"01103fd57a, 01103f93a8",,,,0,"hc1 eggs warm, faceplated",,,,,,,,,
20261MP43,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,03-04-2026,3,2,8,0.00,true,0,24-04-2026,25-04-2026,25,14,4.90,3,9,7,6,39,15,6,0,6,19.48,6,3,py91341,py91265,"0700edec80, 0700ee28fb",,,,0,"FON, hc1 FON, faceplated",,,,,,,,,
20261MP44,mp,Jørgen Søraker,false,,6,true,02-06-2026,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"front off, front had fallen off",,,,,,,,,
20261MP45,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,12-04-2026,12,0,5,0.71,true,0,02-05-2026,27-04-2026,27,6,5.80,3,10,6,6,46,20,6,0,6,17.98,6,3,py91305,py93647,"py93647, py91305",,,,0,catching attempt 1,,,,,,,,,
20261MP46,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,12-04-2026,12,0,5,,true,0,30-04-2026,30-04-2026,30,13,3.20,3,6,6,6,44,15,6,0,6,11.20,6,3,bpl3228,bdb5243,"bpl3228, bdb5243",,,,0,"FON, FON, catching attempt 1",,,,,,,,,
20261MP47,mp,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP48,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,,true,0,25-04-2026,02-05-2026,32,20,2.80,3,5,5,0,,,,0,0,,0,0,,,,,,,0,"FON, hc1 warm eggs, hc2 fon, FON female tagged",,,,,,,,,
20261MP49,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,24-04-2026,24,0,3,,true,0,12-05-2026,11-05-2026,41,12,,,6,4,0,,,,0,0,,0,1,atr6650,,01103fa442,,,,0,"FON, FON, faceplated, empty nest no chicks there",,,,,,,,,
20261MP5,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,11-04-2026,11,0,5,,true,0,01-05-2026,30-04-2026,30,12,3.40,3,8,1,0,,,,0,0,,0,0,,,,,,,0,"FON, FON female is tagged",,,,,,,,,
20261MP50,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,05-04-2026,5,0,8,,true,0,27-04-2026,,,,3.20,3,10,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP51,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,1.00,true,0,30-04-2026,29-04-2026,29,12,3.50,3,10,6,0,,,,0,0,,0,0,,,,,,,0,FON,,,,,,,,,
20261MP52,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,06-04-2026,6,0,8,0.60,true,0,27-04-2026,29-04-2026,29,15,3.30,3,9,9,9,44,16,9,0,9,,0,4,bzd1200,bdb5536,"3b00181898, 3b004c74c8",,,,0,"cold eggs, faceplated",,,,,,,,,
20261MP53,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,19-04-2026,19,0,7,1.00,true,0,08-05-2026,07-05-2026,37,12,5.30,3,7,7,7,51,15,7,0,7,19.06,7,2,py93643,py91329,"py91329, 01103f9a41, 01103fc421",,,,0,"eggs cold, FON, faceplated",,,,,,,,,
20261MP54,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,18-04-2026,18,0,7,,true,0,07-05-2026,07-05-2026,37,13,4.10,3,7,6,0,,,,0,0,,0,0,,,,,,,0,"FON, hc1 eggs warm",,,,,,,,,
20261MP55,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,07-04-2026,7,0,8,1.00,true,0,29-04-2026,28-04-2026,28,12,3.30,3,10,10,0,,,,0,0,,0,0,,,,,,,0,cold eggs,,,,,,,,,
20261MP56,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,05-04-2026,5,0,8,,true,0,27-04-2026,26-04-2026,26,12,3.90,3,10,10,10,40,15,10,0,10,11.48,10,2,bzd1679,ajy4296,"3b004a2504, 3b004d8d2e",,,,0,"FON, faceplated",,,,,,,,,
20261MP57,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,14-04-2026,14,0,5,,true,0,30-04-2026,,,,5.20,3,4,,0,,,,0,0,,0,0,,,,,,,0,"eggs cold, FON, hc1 eggs warm FON, hc2 not hatched yet fon, hc3 eggs warm, hc4 female stuill on unhatched eggs",,,,,,,,,
20261MP58,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,28-03-2026,-3,0,6,,true,0,18-04-2026,20-04-2026,20,15,4.20,3,9,9,9,34,15,9,0,9,18.16,9,2,pf71177,py93401,"01103fc4c1, 3b004b67ba",,,,0,"FON, faceplate both parents recorded",,,,,,,,,
20261MP59,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,07-04-2026,7,0,8,0.80,true,0,27-04-2026,02-05-2026,32,18,3.50,3,8,8,0,,,,0,0,,0,0,,,,,,,0,"FON, eggs cold, eggs cold, eggs cold, FON, fon",,,,,,,,,
20261MP6,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,15-04-2026,15,0,4,,true,0,03-05-2026,03-05-2026,33,13,5.30,3,6,6,6,48,16,6,0,6,18.37,6,2,ty69874,py91352,"01103fae7c, 0110177d4e",,,,0,"eggs cold, eggs cold, FON, faceplate",,,,,,,,,
20261MP60,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,26-03-2026,-5,0,7,1.00,true,0,15-04-2026,16-04-2026,16,14,5.10,3,8,7,7,30,15,7,0,7,18.26,7,2,py93725,py93636,"3b0018f687, 01103f980f",,,,0,"fon ringed and tagged, faceplating both parents ID'd",,,,,,,,,
20261MP61,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,03-04-2026,3,0,8,,true,0,25-04-2026,25-04-2026,25,13,3.50,3,10,9,9,39,15,9,0,9,10.10,9,3,bdb5395,bzd1682,"3b0019f730, bdb5395",,,,0,"FON, faceplated",,,,,,,,,
20261MP62,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,31-03-2026,0,0,6,1.00,true,0,23-04-2026,24-04-2026,24,14,3.40,3,11,8,8,38,15,8,0,8,11.25,8,2,,,"3b0018e16a, 3b00496aed",,,,0,faceplated,,,,,,,,,
20261MP63,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,07-04-2026,7,0,8,1.00,true,0,29-04-2026,30-04-2026,30,14,3.40,3,10,9,9,44,15,9,0,9,10.78,9,0,,,,,,,0,"cold eggs, FON",,,,,,,,,
20261MP64,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,16-04-2026,16,2,7,,true,0,04-05-2026,,,,,,6,6,6,48,,6,0,6,18.98,6,2,py91260,jf62927,"01103f9bb2, jf62927",,,,0,"FON, hc1 not hatched yet eggs warm, dfaceplate, catching attempt 1",,,,,,,,,
20261MP65,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,05-04-2026,5,0,8,,true,0,27-04-2026,26-04-2026,26,12,3.50,3,10,10,0,,,,0,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20261MP66,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,26-03-2026,-5,0,7,0.50,true,0,15-04-2026,,,,4.30,3,8,6,6,49,,6,0,6,17.10,6,2,pt99053,py94269,"01103fd347, 01103fcb0c",,,,0,"eggs cold, cold eggs, eggs cold, eggs cold, FON, faceplate",,,,,,,,,
20261MP67,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,30-03-2026,-1,0,6,,true,0,17-04-2026,19-04-2026,19,15,5.90,3,6,6,5,33,15,5,0,5,18.12,5,2,py93402,pf71175,"01103fbbf4, 3b004e15fd",,,,0,"hc1 FON, faceplated both parents identified",,,,,,,,,
20261MP68,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,31-03-2026,0,0,6,,true,0,20-04-2026,21-04-2026,21,14,,,8,8,8,35,15,8,0,8,17.90,8,3,jf62808,pl91279,"01103f9c48, jf62808, pl91279",,,,0,"faceplate one parent detefcted but sex un known, catching both parents caught",,,,,,,,,
20261MP69,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,08-04-2026,8,0,8,1.00,true,0,29-04-2026,30-04-2026,30,14,3.10,3,9,6,0,,,,0,0,,0,0,,,,,,,0,"FON, fon",,,,,,,,,
20261MP7,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,10-04-2026,10,0,5,,true,0,30-04-2026,30-04-2026,30,13,,,8,8,7,44,15,7,0,7,11.20,7,1,,bpl3224,bpl3224,,,,0,"I think this is incubation but rather low clutch sioze, FON, hc1 eggs warm, FON female is not tagged, catching attempt 1",,,,,,,,,
20261MP70,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,18-04-2026,18,0,7,,true,0,07-05-2026,07-05-2026,37,13,5.10,3,7,6,6,51,15,6,0,6,17.80,6,2,py91210,jf62970,"py91210, jf62970",,,,0,"FON, faceplated no parent detected, catching attemnpt 1",,,,,,,,,
20261MP71,mp,Jørgen Søraker,true,"g, b",6,true,02-06-2026,,,06-04-2026,6,0,8,0.80,true,0,29-04-2026,27-04-2026,27,11,4.70,3,11,10,10,41,15,10,0,10,15.96,10,2,py91203,py91353,"3b00191607, 01103fc986",,,,0,"cold eggs, faceplated",,,,,,,,,
20261MP72,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,05-04-2026,5,0,8,,true,0,27-04-2026,26-04-2026,26,12,4.70,3,10,10,10,40,15,10,0,10,18.20,10,3,jf62833,tw41995,"01103fc909, tw41995, jf62833",,,,0,"FON, faceplated, the tag shows unsexed bird, but from previous visit know that the female is tagged, catching attempt 1",,,,,,,,,
20261MP73,mp,Jørgen Søraker,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20261MP74,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,29-03-2026,-2,0,6,,true,0,20-04-2026,24-04-2026,24,17,3.40,3,10,9,0,,,,0,0,,0,0,,,,,,,0,hc1 FON,,,,,,,,,
20261MP75,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,10-04-2026,10,0,5,,true,0,02-05-2026,02-05-2026,32,13,3.20,3,10,10,10,46,15,10,0,10,10.64,10,2,afh4478,bpl3257,"bpl3257, afh4478",,,,0,"FON, FON, catching attempt 1",,,,,,,,,
20261MP76,mp,Jørgen Søraker,false,g,6,true,02-06-2026,,,01-04-2026,1,0,6,0.88,true,0,22-04-2026,23-04-2026,23,14,4.50,3,9,9,9,36,14,9,0,9,14.38,9,2,jf62810,jf62809,"jf62809, jf62810",,,,0,"FON, faceplated no parents detected, catching",,,,,,,,,
20261MP77,mp,Jørgen Søraker,false,b,6,true,02-06-2026,,,06-04-2026,6,0,8,,true,0,26-04-2026,26-04-2026,26,13,3.30,3,8,8,8,40,15,8,0,8,11.29,8,2,bpl3204,bpl3201,"bpl3201, bpl3204",,,,0,"FON, faceplated np parents detected, catching attempt 1 and 2, catching attempt 2",,,,,,,,,
