Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
N,BZD5396,BLUTI,1,,12/05/2026  08:19:59,WYT,C151,,,,,12.0,MH,,,,,,,,,,6,6
N,BZD5397,BLUTI,1,,12/05/2026  08:19:59,WYT,C151,,,,,11.1,MH,,,,,,,,,,6,6
O,BVA5272,BLUTI,6,M,02/05/2026  06:59:59,WYT,C151,89,86,,,,MH,,,,,,,,,,,
R,BZD7561,BLUTI,5,F,02/05/2026  08:29:59,WYT,C152,,,,63.0,10.9,MH,,,,,M,18.6,,,,,
N,BZD5310,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,10.5,MH,,,,,,,,,,9,9
N,BZD5311,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,10.7,MH,,,,,,,,,,9,9
N,BZD5312,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,10.0,MH,,,,,,,,,,9,9
N,BZD5313,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,10.3,MH,,,,,,,,,,9,9
N,BZD5314,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,9.8,MH,,,,,,,,,,9,9
N,BZD5315,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,10.7,MH,,,,,,,,,,9,9
N,BZD5316,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,10.6,MH,,,,,,,,,,9,9
N,BZD5317,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,9.9,MH,,,,,,,,,,9,9
N,BZD5318,BLUTI,1,,06/05/2026  09:14:59,WYT,C152,,,,,10.5,MH,,,,,,,,,,9,9
O,BZD7561,BLUTI,5,F,26/04/2026  09:59:59,WYT,C152,89,86,,,,MH,,,,,,,,,,,
R,TW41947,GRETI,5,F,13/05/2026  04:15:00,WYT,C155,,,,75.0,18.0,MH,,,,,M,21.4,,,,,
N,PY92755,GRETI,1,,17/05/2026  08:49:59,WYT,C155,,,,,17.2,MH,,,,,,,,,,7,7
N,PY92756,GRETI,1,,17/05/2026  08:49:59,WYT,C155,,,,,16.7,MH,,,,,,,,,,7,7
N,PY92757,GRETI,1,,17/05/2026  08:49:59,WYT,C155,,,,,19.2,MH,,,,,,,,,,7,7
N,PY92758,GRETI,1,,17/05/2026  08:49:59,WYT,C155,,,,,18.7,MH,,,,,,,,,,7,7
N,PY92759,GRETI,1,,17/05/2026  08:49:59,WYT,C155,,,,,17.3,MH,,,,,,,,,,7,7
N,PY92760,GRETI,1,,17/05/2026  08:49:59,WYT,C155,,,,,16.9,MH,,,,,,,,,,7,7
N,PY92761,GRETI,1,,17/05/2026  08:49:59,WYT,C155,,,,,17.4,MH,,,,,,,,,,7,7
O,PF71990,GRETI,6,M,07/05/2026  08:29:59,WYT,C155,89,86,,,,MH,,,,,,,,,,,
O,TW41947,GRETI,5,F,07/05/2026  08:29:59,WYT,C155,89,86,,,,MH,,,,,,,,,,,
R,BZD1393,BLUTI,5,F,30/05/2026  06:59:59,WYT,C157,,,,63.0,9.3,MH,,,,,M,18.6,,,,,
N,BZD6483,BLUTI,1,,30/05/2026  06:59:59,WYT,C157,,,,,6.6,MH,,,,,,,,,,5,5
P,BZD6484,BLUTI,1,,30/05/2026  06:59:59,WYT,C157,,,,,9.4,MH,,,,,,,,,,5,5
N,BZD6485,BLUTI,1,,30/05/2026  06:59:59,WYT,C157,,,,,8.8,MH,,,,,,,,,,5,5
P,BZD6486,BLUTI,1,,30/05/2026  06:59:59,WYT,C157,,,,,8.9,MH,,,,,,,,,,5,5
N,BZD6487,BLUTI,1,,30/05/2026  06:59:59,WYT,C157,,,,,9.2,MH,,,,,,,,,,5,5
O,BZD1393,BLUTI,5,F,21/05/2026  05:00:00,WYT,C157,89,86,,,,MH,,,,,,,,,,,
R,PY94372,GRETI,5,F,13/05/2026  04:25:00,WYT,C158,,,,75.0,18.5,MH,,,,,M,22.7,,,,,
N,PY92762,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,18.8,MH,,,,,,,,,,8,8
N,PY92763,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,17.8,MH,,,,,,,,,,8,8
N,PY92764,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,18.2,MH,,,,,,,,,,8,8
N,PY92765,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,17.4,MH,,,,,,,,,,8,8
N,PY92766,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,17.8,MH,,,,,,,,,,8,8
N,PY92767,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,18.2,MH,,,,,,,,,,8,8
N,PY92768,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,17.2,MH,,,,,,,,,,8,8
N,PY92769,GRETI,1,,17/05/2026  09:30:00,WYT,C158,,,,,18.6,MH,,,,,,,,,,8,8
O,PY94266,GRETI,5,M,07/05/2026  10:19:59,WYT,C158,89,86,,,,MH,,,,,,,,,,,
O,PY94372,GRETI,5,F,07/05/2026  10:19:59,WYT,C158,89,86,,,,MH,,,,,,,,,,,
R,BZD3393,BLUTI,6,M,14/05/2026  09:30:00,WYT,C159,,,,64.0,10.0,MH,,,,,M,18.6,,,,,
N,BZD6399,BLUTI,1,,15/05/2026  09:49:59,WYT,C159,,,,,10.3,MH,,,,,,,,,,7,7
N,BZD6400,BLUTI,1,,15/05/2026  09:49:59,WYT,C159,,,,,10.5,MH,,,,,,,,,,7,7
N,BZD6401,BLUTI,1,,15/05/2026  09:49:59,WYT,C159,,,,,10.6,MH,,,,,,,,,,7,7
N,BZD6402,BLUTI,1,,15/05/2026  09:49:59,WYT,C159,,,,,9.4,MH,,,,,,,,,,7,7
N,BZD6403,BLUTI,1,,15/05/2026  09:49:59,WYT,C159,,,,,10.3,MH,,,,,,,,,,7,7
N,BZD6404,BLUTI,1,,15/05/2026  09:49:59,WYT,C159,,,,,10.6,MH,,,,,,,,,,7,7
N,BZD6405,BLUTI,1,,15/05/2026  09:49:59,WYT,C159,,,,,10.7,MH,,,,,,,,,,7,7
O,BZD3393,BLUTI,5,M,05/05/2026  08:15:00,WYT,C159,89,86,,,,MH,,,,,,,,,,,
N,BZD6488,BLUTI,1,,30/05/2026  07:30:00,WYT,C16,,,,,10.5,MH,,,,,,,,,,1,1
R,BZD1552,BLUTI,5,F,09/05/2026  04:09:59,WYT,C160A,,,,62.0,10.3,MH,,,,,M,18.7,,,,,
N,BZD6323,BLUTI,1,,13/05/2026  05:10:00,WYT,C160A,,,,,10.6,MH,,,,,,,,,,5,5
N,BZD6324,BLUTI,1,,13/05/2026  05:10:00,WYT,C160A,,,,,10.8,MH,,,,,,,,,,5,5
N,BZD6325,BLUTI,1,,13/05/2026  05:10:00,WYT,C160A,,,,,9.4,MH,,,,,,,,,,5,5
N,BZD6326,BLUTI,1,,13/05/2026  05:10:00,WYT,C160A,,,,,10.6,MH,,,,,,,,,,5,5
N,BZD6327,BLUTI,1,,13/05/2026  05:10:00,WYT,C160A,,,,,10.5,MH,,,,,,,,,,5,5
O,BZD3383,BLUTI,5,M,03/05/2026  08:15:00,WYT,C160A,89,86,,,,MH,,,,,,,,,,,
R,BZD1537,BLUTI,5,F,16/05/2026  09:45:00,WYT,C160B,,,,65.0,11.2,MH,,,,,M,18.8,,,,,
N,BZD3823,BLUTI,6,M,16/05/2026  09:49:59,WYT,C160B,,,,64.0,10.0,MH,,,,,M,19.5,,,,,
N,BZD6453,BLUTI,1,,20/05/2026  08:19:59,WYT,C160B,,,,,11.6,MH,,,,,,,,,,7,7
N,BZD6454,BLUTI,1,,20/05/2026  08:19:59,WYT,C160B,,,,,11.7,MH,,,,,,,,,,7,7
N,BZD6455,BLUTI,1,,20/05/2026  08:19:59,WYT,C160B,,,,,10.6,MH,,,,,,,,,,7,7
N,BZD6456,BLUTI,1,,20/05/2026  08:19:59,WYT,C160B,,,,,10.8,MH,,,,,,,,,,7,7
N,BZD6457,BLUTI,1,,20/05/2026  08:19:59,WYT,C160B,,,,,11.2,MH,,,,,,,,,,7,7
N,BZD6458,BLUTI,1,,20/05/2026  08:19:59,WYT,C160B,,,,,11.4,MH,,,,,,,,,,7,7
N,BZD6459,BLUTI,1,,20/05/2026  08:19:59,WYT,C160B,,,,,10.4,MH,,,,,,,,,,7,7
O,BZD1537,BLUTI,5,F,10/05/2026  06:49:59,WYT,C160B,89,86,,,,MH,,,,,,,,,,,
N,PY90804,GRETI,5,F,12/05/2026  04:25:00,WYT,C163,,,,75.0,18.2,MH,,,,,M,22.7,,,,,
N,PY90805,GRETI,6,M,12/05/2026  07:50:00,WYT,C163,,,,77.0,18.7,MH,,,,,M,22.8,,,,,
P,PY92739,GRETI,1,,16/05/2026  08:49:59,WYT,C163,,,,,15.0,MH,,,,,,,,,,7,7
N,PY92740,GRETI,1,,16/05/2026  08:49:59,WYT,C163,,,,,17.9,MH,,,,,,,,,,7,7
P,PY92741,GRETI,1,,16/05/2026  08:49:59,WYT,C163,,,,,14.5,MH,,,,,,,,,,7,7
N,PY92742,GRETI,1,,16/05/2026  08:49:59,WYT,C163,,,,,17.6,MH,,,,,,,,,,7,7
N,PY92743,GRETI,1,,16/05/2026  08:49:59,WYT,C163,,,,,16.5,MH,,,,,,,,,,7,7
N,PY92744,GRETI,1,,16/05/2026  08:49:59,WYT,C163,,,,,17.1,MH,,,,,,,,,,7,7
N,PY92745,GRETI,1,,16/05/2026  08:49:59,WYT,C163,,,,,17.6,MH,,,,,,,,,,7,7
R,PY93653,GRETI,5,F,12/05/2026  03:40:00,WYT,C17,,,,73.0,17.7,MH,,,,,M,22.7,,,,,
N,BZD6423,BLUTI,1,,16/05/2026  08:15:00,WYT,C17,,,,,10.6,MH,,,,,,,,,,10,10
N,BZD6424,BLUTI,1,,16/05/2026  08:15:00,WYT,C17,,,,,9.9,MH,,,,,,,,,,10,10
N,PY92731,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,16.6,MH,,,,,,,,,,10,10
N,PY92732,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,18.3,MH,,,,,,,,,,10,10
N,PY92733,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,17.4,MH,,,,,,,,,,10,10
N,PY92734,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,18.4,MH,,,,,,,,,,10,10
N,PY92735,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,17.4,MH,,,,,,,,,,10,10
N,PY92736,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,18.6,MH,,,,,,,,,,10,10
N,PY92737,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,18.2,MH,,,,,,,,,,10,10
N,PY92738,GRETI,1,,16/05/2026  08:15:00,WYT,C17,,,,,18.3,MH,,,,,,,,,,10,10
O,PY93653,GRETI,5,F,06/05/2026  07:19:59,WYT,C17,89,86,,,,MH,,,,,,,,,,,
O,PY94189,GRETI,5,M,06/05/2026  07:19:59,WYT,C17,89,86,,,,MH,,,,,,,,,,,
R,BZD2040,BLUTI,6,F,12/05/2026  03:30:00,WYT,C18,,,,64.0,11.2,MH,,,,,M,19.4,,,,,
N,BZD6415,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,12.0,MH,,,,,,,,,,8,8
N,BZD6416,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,10.8,MH,,,,,,,,,,8,8
N,BZD6417,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,11.7,MH,,,,,,,,,,8,8
N,BZD6418,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,11.0,MH,,,,,,,,,,8,8
N,BZD6419,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,11.1,MH,,,,,,,,,,8,8
N,BZD6420,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,11.1,MH,,,,,,,,,,8,8
N,BZD6421,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,11.5,MH,,,,,,,,,,8,8
N,BZD6422,BLUTI,1,,16/05/2026  08:00:00,WYT,C18,,,,,11.1,MH,,,,,,,,,,8,8
O,BZD1837,BLUTI,6,M,06/05/2026  07:30:00,WYT,C18,89,86,,,,MH,,,,,,,,,,,
O,BZD2040,BLUTI,5,M,06/05/2026  07:30:00,WYT,C18,89,86,,,,MH,,,,,,,,,,,
N,PY90745,GRETI,1,,11/05/2026  06:40:00,WYT,C2,,,,,19.1,MH,,,,,,,,,,6,6
N,PY90746,GRETI,1,,11/05/2026  06:40:00,WYT,C2,,,,,18.0,MH,,,,,,,,,,6,6
N,PY90747,GRETI,1,,11/05/2026  06:40:00,WYT,C2,,,,,19.1,MH,,,,,,,,,,6,6
N,PY90748,GRETI,1,,11/05/2026  06:40:00,WYT,C2,,,,,20.5,MH,,,,,,,,,,6,6
N,PY90749,GRETI,1,,11/05/2026  06:40:00,WYT,C2,,,,,19.2,MH,,,,,,,,,,6,6
N,PY90750,GRETI,1,,11/05/2026  06:40:00,WYT,C2,,,,,18.3,MH,,,,,,,,,,6,6
O,PT90374,GRETI,6,M,01/05/2026  07:30:00,WYT,C2,89,86,,,,MH,,,,,,,,,,,
O,PY94110,GRETI,6,F,01/05/2026  07:30:00,WYT,C2,89,86,,,,MH,,,,,,,,,,,
N,BZD6478,BLUTI,1,,25/05/2026  06:59:59,WYT,C20,,,,,8.5,MH,,,,,,,,,,5,5
N,BZD6479,BLUTI,1,,25/05/2026  06:59:59,WYT,C20,,,,,8.7,MH,,,,,,,,,,5,5
N,BZD6480,BLUTI,1,,25/05/2026  06:59:59,WYT,C20,,,,,9.5,MH,,,,,,,,,,5,5
N,BZD6481,BLUTI,1,,25/05/2026  06:59:59,WYT,C20,,,,,10.2,MH,,,,,,,,,,5,5
N,BZD6482,BLUTI,1,,25/05/2026  06:59:59,WYT,C20,,,,,10.5,MH,,,,,,,,,,5,5
O,BDB5032,BLUTI,6,M,21/05/2026  05:00:00,WYT,C20,89,86,,,,MH,,,,,,,,,,,
N,BZD3826,BLUTI,5,F,21/05/2026  03:45:00,WYT,C20,,,,64.0,10.6,MH,,,,,M,18.4,,,,,
R,BZD6512,BLUTI,5,F,10/05/2026  03:59:59,WYT,C24,,,,62.0,9.7,MH,,,,,M,18.6,,,,,
N,BZD6347,BLUTI,1,,14/05/2026  11:15:00,WYT,C24,,,,,11.5,MH,,,,,,,,,,6,6
N,BZD6348,BLUTI,1,,14/05/2026  11:15:00,WYT,C24,,,,,11.4,MH,,,,,,,,,,6,6
N,BZD6349,BLUTI,1,,14/05/2026  11:15:00,WYT,C24,,,,,11.2,MH,,,,,,,,,,6,6
N,BZD6350,BLUTI,1,,14/05/2026  11:15:00,WYT,C24,,,,,10.6,MH,,,,,,,,,,6,6
N,BZD6351,BLUTI,1,,14/05/2026  11:15:00,WYT,C24,,,,,11.3,MH,,,,,,,,,,6,6
N,BZD6352,BLUTI,1,,14/05/2026  11:15:00,WYT,C24,,,,,10.8,MH,,,,,,,,,,6,6
O,BZD6512,BLUTI,5,F,04/05/2026  08:35:00,WYT,C24,89,86,,,,MH,,,,,,,,,,,
R,BZD3374,BLUTI,5,F,08/05/2026  04:30:00,WYT,C26,,,,62.0,9.9,MH,,,,,M,19.3,,,,,
N,BZD3817,BLUTI,5,M,08/05/2026  09:20:00,WYT,C26,,,,65.0,10.4,MH,,,,,M,19.5,,,,,
N,BZD5380,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,10.4,MH,,,,,,,,,,12,12
N,BZD5381,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,10.8,MH,,,,,,,,,,12,12
N,BZD5382,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,9.3,MH,,,,,,,,,,12,12
N,BZD5383,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,11.0,MH,,,,,,,,,,12,12
N,BZD5384,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,11.6,MH,,,,,,,,,,12,12
N,BZD5385,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,10.6,MH,,,,,,,,,,12,12
N,BZD5386,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,10.8,MH,,,,,,,,,,12,12
N,BZD5387,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,11.6,MH,,,,,,,,,,12,12
N,BZD5388,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,10.8,MH,,,,,,,,,,12,12
N,BZD5389,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,10.3,MH,,,,,,,,,,12,12
N,BZD5390,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,11.2,MH,,,,,,,,,,12,12
N,BZD5391,BLUTI,1,,12/05/2026  07:19:59,WYT,C26,,,,,11.3,MH,,,,,,,,,,12,12
O,BZD3374,BLUTI,5,F,02/05/2026  07:09:59,WYT,C26,89,86,,,,MH,,,,,,,,,,,
R,PY93662,GRETI,5,F,08/05/2026  04:40:00,WYT,C28,,,,75.0,17.1,MH,,,,,M,22.1,,,,,
N,PY90801,GRETI,6,M,08/05/2026  09:00:00,WYT,C28,,,,78.0,19.6,MH,,,,,M,23.0,,,,,
N,PY90751,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,18.3,MH,,,,,,,,,,8,8
N,PY90752,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,19.0,MH,,,,,,,,,,8,8
N,PY90753,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,18.3,MH,,,,,,,,,,8,8
N,PY90754,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,18.3,MH,,,,,,,,,,8,8
N,PY90755,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,19.5,MH,,,,,,,,,,8,8
N,PY90756,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,18.2,MH,,,,,,,,,,8,8
N,PY90757,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,18.7,MH,,,,,,,,,,8,8
N,PY90758,GRETI,1,,12/05/2026  08:45:00,WYT,C28,,,,,18.0,MH,,,,,,,,,,8,8
O,PY93662,GRETI,5,F,02/05/2026  07:05:00,WYT,C28,89,86,,,,MH,,,,,,,,,,,
R,PY94290,GRETI,5,F,11/05/2026  03:59:59,WYT,C32,,,,73.0,19.8,MH,,,,,M,22.4,,,,,
N,PY92703,GRETI,1,,15/05/2026  08:29:59,WYT,C32,,,,,18.8,MH,,,,,,,,,,6,6
N,PY92704,GRETI,1,,15/05/2026  08:29:59,WYT,C32,,,,,18.4,MH,,,,,,,,,,6,6
N,PY92705,GRETI,1,,15/05/2026  08:29:59,WYT,C32,,,,,18.2,MH,,,,,,,,,,6,6
N,PY92706,GRETI,1,,15/05/2026  08:29:59,WYT,C32,,,,,19.3,MH,,,,,,,,,,6,6
N,PY92707,GRETI,1,,15/05/2026  08:29:59,WYT,C32,,,,,18.5,MH,,,,,,,,,,6,6
N,PY92708,GRETI,1,,15/05/2026  08:29:59,WYT,C32,,,,,19.7,MH,,,,,,,,,,6,6
O,PY94106,GRETI,5,,05/05/2026  09:20:00,WYT,C32,89,86,,,,MH,,,,,,,,,,,
O,PY94290,GRETI,5,,05/05/2026  09:20:00,WYT,C32,89,86,,,,MH,,,,,,,,,,,
N,BZD3820,BLUTI,5,F,11/05/2026  04:09:59,WYT,C34,,,,62.0,9.9,MH,,,,,M,18.5,,,,,
N,BZD6376,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,11.1,MH,,,,,,,,,,12,12
N,BZD6377,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.0,MH,,,,,,,,,,12,12
N,BZD6378,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.7,MH,,,,,,,,,,12,12
N,BZD6379,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.7,MH,,,,,,,,,,12,12
N,BZD6380,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.4,MH,,,,,,,,,,12,12
N,BZD6381,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.2,MH,,,,,,,,,,12,12
N,BZD6382,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.4,MH,,,,,,,,,,12,12
N,BZD6383,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.5,MH,,,,,,,,,,12,12
N,BZD6384,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.9,MH,,,,,,,,,,12,12
N,BZD6385,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.6,MH,,,,,,,,,,12,12
N,BZD6386,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,10.5,MH,,,,,,,,,,12,12
N,BZD6387,BLUTI,1,,15/05/2026  08:49:59,WYT,C34,,,,,11.1,MH,,,,,,,,,,12,12
O,BZD5867,BLUTI,5,M,05/05/2026  09:14:59,WYT,C34,89,86,,,,MH,,,,,,,,,,,
R,PY94371,GRETI,6,F,05/05/2026  11:29:59,WYT,C37,,,,72.0,17.5,MH,,,,,M,22.0,,,,,
N,PY90710,GRETI,1,,09/05/2026  06:40:00,WYT,C37,,,,,16.6,MH,,,,,,,,,,5,5
N,PY90711,GRETI,1,,09/05/2026  06:40:00,WYT,C37,,,,,15.5,MH,,,,,,,,,,5,5
N,PY90712,GRETI,1,,09/05/2026  06:40:00,WYT,C37,,,,,16.3,MH,,,,,,,,,,5,5
N,PY90713,GRETI,1,,09/05/2026  06:40:00,WYT,C37,,,,,16.6,MH,,,,,,,,,,5,5
N,PY90714,GRETI,1,,09/05/2026  06:40:00,WYT,C37,,,,,16.4,MH,,,,,,,,,,5,5
O,PY94371,GRETI,6,F,30/04/2026  08:29:59,WYT,C37,89,86,,,,MH,,,,,,,,,,,
N,PY92621,GRETI,1,,24/05/2026  07:30:00,WYT,C38,,,,,18.8,MH,,,,,,,,,,5,5
N,PY92622,GRETI,1,,24/05/2026  07:30:00,WYT,C38,,,,,18.7,MH,,,,,,,,,,5,5
N,PY92623,GRETI,1,,24/05/2026  07:30:00,WYT,C38,,,,,17.3,MH,,,,,,,,,,5,5
N,PY92624,GRETI,1,,24/05/2026  07:30:00,WYT,C38,,,,,18.9,MH,,,,,,,,,,5,5
N,PY92625,GRETI,1,,24/05/2026  07:30:00,WYT,C38,,,,,18.7,MH,,,,,,,,,,5,5
O,PY91770,GRETI,5,,22/05/2026  07:15:00,WYT,C38,89,86,,,,MH,,,,,,,,,,,
R,PT90319,GRETI,6,F,14/05/2026  09:45:00,WYT,C39,,,,77.0,17.8,MH,,,,,M,21.1,,,,,
N,PY90766,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,17.7,MH,,,,,,,,,,9,9
N,PY90767,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,18.6,MH,,,,,,,,,,9,9
N,PY90768,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,17.1,MH,,,,,,,,,,9,9
N,PY90769,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,18.0,MH,,,,,,,,,,9,9
N,PY90770,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,18.9,MH,,,,,,,,,,9,9
N,PY90771,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,18.6,MH,,,,,,,,,,9,9
N,PY90772,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,19.1,MH,,,,,,,,,,9,9
N,PY90773,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,18.5,MH,,,,,,,,,,9,9
N,PY90774,GRETI,1,,14/05/2026  09:45:00,WYT,C39,,,,,18.4,MH,,,,,,,,,,9,9
O,PY90395,GRETI,6,M,05/05/2026  08:10:00,WYT,C39,89,86,,,,MH,,,,,,,,,,,
O,PT90319,GRETI,6,F,05/05/2026  08:10:00,WYT,C39,89,86,,,,MH,,,,,,,,,,,
N,BZD6336,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,12.3,MH,,,,,,,,,,11,11
N,BZD6337,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,11.4,MH,,,,,,,,,,11,11
N,BZD6338,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,10.8,MH,,,,,,,,,,11,11
N,BZD6339,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,11.5,MH,,,,,,,,,,11,11
N,BZD6340,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,12.4,MH,,,,,,,,,,11,11
N,BZD6341,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,11.2,MH,,,,,,,,,,11,11
N,BZD6342,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,11.5,MH,,,,,,,,,,11,11
N,BZD6343,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,11.4,MH,,,,,,,,,,11,11
N,BZD6344,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,12.2,MH,,,,,,,,,,11,11
N,BZD6345,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,13.2,MH,,,,,,,,,,11,11
N,BZD6346,BLUTI,1,,14/05/2026  09:10:00,WYT,C40,,,,,11.1,MH,,,,,,,,,,11,11
O,BZD4758,BLUTI,6,F,05/05/2026  08:00:00,WYT,C40,89,86,,,,MH,,,,,,,,,,,
O,BVA5320,BLUTI,6,M,05/05/2026  08:00:00,WYT,C40,89,86,,,,MH,,,,,,,,,,,
R,PY94119,GRETI,5,F,10/05/2026  04:15:00,WYT,C44,,,,74.0,19.5,MH,,,,,M,22.4,,,,,
N,PY90775,GRETI,1,,14/05/2026  10:30:00,WYT,C44,,,,,17.5,MH,,,,,,,,,,5,5
N,PY90776,GRETI,1,,14/05/2026  10:30:00,WYT,C44,,,,,18.3,MH,,,,,,,,,,5,5
N,PY90777,GRETI,1,,14/05/2026  10:30:00,WYT,C44,,,,,16.7,MH,,,,,,,,,,5,5
N,PY90778,GRETI,1,,14/05/2026  10:30:00,WYT,C44,,,,,17.4,MH,,,,,,,,,,5,5
N,PY90779,GRETI,1,,14/05/2026  10:30:00,WYT,C44,,,,,18.2,MH,,,,,,,,,,5,5
O,PY94119,GRETI,5,,04/05/2026  12:55:00,WYT,C44,89,86,,,,MH,,,,,,,,,,,
O,PY94115,GRETI,5,,04/05/2026  12:55:00,WYT,C44,89,86,,,,MH,,,,,,,,,,,
R,BZD4938,BLUTI,6,F,05/05/2026  08:29:59,WYT,C47,,,,62.0,10.9,MH,,,,,M,19.6,,,,,
N,BZD5338,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,11.3,MH,,,,,,,,,,10,10
N,BZD5339,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,11.2,MH,,,,,,,,,,10,10
N,BZD5340,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,11.2,MH,,,,,,,,,,10,10
N,BZD5341,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,12.2,MH,,,,,,,,,,10,10
N,BZD5342,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,11.4,MH,,,,,,,,,,10,10
N,BZD5343,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,11.4,MH,,,,,,,,,,10,10
N,BZD5344,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,11.9,MH,,,,,,,,,,10,10
N,BZD5345,BLUTI,1,,09/05/2026  05:29:59,WYT,C47,,,,,12.0,MH,,,,,,,,,,10,10
