"","ring","Pnum","year","sex","unique2","weight","tarsus","wing_l","age","date"
"17643","P439161","20041P5",2004,"F","20041P5_P439161",17.5,NA,73,"5","30/05/2004"
"17644","R040153","20041SW1",2004,"F","20041SW1_R040153",18.7,NA,76,"6","27/05/2004"
"17645","N199013","20041SW102",2004,"F","20041SW102_N199013",18.2,NA,74.5,"6","30/05/2004"
"17646","TA16744","20041SW105",2004,"F","20041SW105_TA16744",18.9,NA,75,"6","13/05/2004"
"17647","VS84620","20041SW111",2004,"F","20041SW111_VS84620",18.4,NA,75,"6","23/05/2004"
"17648","N200075","20041SW116",2004,"F","20041SW116_N200075",17.2,NA,73,"6","29/05/2004"
"17649","N200103","20041SW124",2004,"F","20041SW124_N200103",21.8,NA,75.5,"5","30/05/2004"
"17650","VN85403","20041SW126",2004,"F","20041SW126_VN85403",18.3,NA,73.5,"6","26/05/2004"
"17651","VT33734","20041SW129",2004,"F","20041SW129_VT33734",18.2,NA,74,"6","26/05/2004"
"17652","TA15272","20041SW131",2004,"F","20041SW131_TA15272",18.4,NA,74,"5","25/05/2004"
"17653","K578961","20041SW16",2004,"F","20041SW16_K578961",17.5,NA,74,"6","27/05/2004"
"17654","VR27809","20041SW20",2004,"F","20041SW20_VR27809",17.9,NA,75,"5","21/05/2004"
"17655","N199010","20041SW28",2004,"F","20041SW28_N199010",16.8,NA,73,"5","27/05/2004"
"17656","VX13390","20041SW3",2004,"F","20041SW3_VX13390",18.1,NA,70,"6","27/05/2004"
"17657","VX12390","20041SW32",2004,"F","20041SW32_VX12390",18.3,NA,72,"6","24/05/2004"
"17658","VF63190","20041SW33",2004,"F","20041SW33_VF63190",18.1,NA,74,"5","24/05/2004"
"17659","VT34304","20041SW34",2004,"F","20041SW34_VT34304",17.7,NA,76,"6","24/05/2004"
"17660","TA16409","20041SW42",2004,"F","20041SW42_TA16409",17.4,NA,71.5,"5","28/05/2004"
"17661","VF63067","20041SW43",2004,"F","20041SW43_VF63067",19,NA,74.5,"5","17/05/2004"
"17662","TA15499","20041SW46",2004,"F","20041SW46_TA15499",16.7,NA,75,"6","18/05/2004"
"17663","N199003","20041SW5",2004,"F","20041SW5_N199003",19.3,NA,75,"5","17/05/2004"
"17664","TB21633","20041SW50",2004,"F","20041SW50_TB21633",17.1,NA,72,"5","14/05/2004"
"17665","VT34646","20041SW62",2004,"F","20041SW62_VT34646",18.3,NA,72,"6","19/05/2004"
"17666","P439165","20041SW70",2004,"F","20041SW70_P439165",17.7,NA,73,"5","21/05/2004"
"17667","N200060","20041SW81",2004,"F","20041SW81_N200060",18,NA,74,"6","24/05/2004"
"17668","TB21507","20041SW86",2004,"F","20041SW86_TB21507",17.4,NA,73,"5","19/05/2004"
"17669","N200047","20041SW9",2004,"F","20041SW9_N200047",18.5,NA,74,"6","19/05/2004"
"17670","N200597","20041W100",2004,"F","20041W100_N200597",18.9,NA,75,"6","18/05/2004"
"17671","VT33316","20041W103",2004,"F","20041W103_VT33316",18.1,NA,75,"6","17/05/2004"
"17672","VN57445","20041W104",2004,"F","20041W104_VN57445",19.4,NA,74,"5","31/05/2004"
"17673","TA15531","20041W12",2004,"F","20041W12_TA15531",18,NA,76,"6","20/05/2004"
"17674","P439044","20041W14",2004,"F","20041W14_P439044",18.6,NA,73,"6","18/05/2004"
"17675","P439004","20041W16",2004,"F","20041W16_P439004",18.7,NA,73,"6","18/05/2004"
"17676","F952951","20041W2",2004,"F","20041W2_F952951",18.8,NA,72,"5","21/05/2004"
"17677","VT33752","20041W23",2004,"F","20041W23_VT33752",18.7,NA,75,"6","21/05/2004"
"17678","N200811","20041W25",2004,"F","20041W25_N200811",19.5,NA,71.5,"6","21/05/2004"
"17679","N200810","20041W29",2004,"F","20041W29_N200810",17.8,NA,74,"6","24/05/2004"
"17680","VS83786","20041W35",2004,"F","20041W35_VS83786",18.1,NA,73,"6","18/05/2004"
"17681","TA16365","20041W46",2004,"F","20041W46_TA16365",19.2,NA,72.5,"6","24/05/2004"
"17682","VS83864","20041W49",2004,"F","20041W49_VS83864",18.9,NA,76,"5","27/05/2004"
"17683","T177532","20041W51A",2004,"F","20041W51A_T177532",17.7,NA,71.5,"5","14/06/2004"
"17684","P439072","20041W56",2004,"F","20041W56_P439072",18.6,NA,73,"6","21/05/2004"
"17685","T177520","20041W61",2004,"F","20041W61_T177520",17.7,NA,71,"5","22/05/2004"
"17686","N200702","20041W64A",2004,"F","20041W64A_N200702",17.8,NA,74,"6","27/05/2004"
"17687","VT33764","20041W66",2004,"F","20041W66_VT33764",19.4,NA,74,"5","17/05/2004"
"17688","VR98317","20041W69",2004,"F","20041W69_VR98317",18.3,NA,71.5,"5","24/05/2004"
"17689","F952917","20041W71",2004,"F","20041W71_F952917",17.9,NA,72,"5","18/05/2004"
"17690","VR91375","20041W73",2004,"F","20041W73_VR91375",18.6,NA,73,"5","18/05/2004"
"17691","TA16754","20041W76",2004,"F","20041W76_TA16754",19.4,NA,72,"6","17/05/2004"
"17692","VT34327","20041W77",2004,"F","20041W77_VT34327",18.2,NA,73,"6","18/05/2004"
"17693","C695356","20041W78",2004,"F","20041W78_C695356",19.2,NA,75,"6","17/05/2004"
"17694","N200712","20041W8",2004,"F","20041W8_N200712",18.7,NA,71,"6","07/06/2004"
"17695","VT34785","20041W80",2004,"F","20041W80_VT34785",18.1,NA,73,"6","18/05/2004"
"17696","N200599","20041W81",2004,"F","20041W81_N200599",18.7,NA,73.5,"6","18/05/2004"
"17697","TA15200","20041W84",2004,"F","20041W84_TA15200",18.1,NA,74.5,"6","17/05/2004"
"17698","TA15541","20041W91",2004,"F","20041W91_TA15541",18.6,NA,74,"6","22/05/2004"
"17699","VR27872","20041W93",2004,"F","20041W93_VR27872",18.5,NA,74,"6","22/05/2004"
"17700","TA15588","20041W94",2004,"F","20041W94_TA15588",19.4,NA,73,"6","17/05/2004"
"17701","T177523","20041W98",2004,"F","20041W98_T177523",17.4,NA,74,"5","24/05/2004"
"17702","TA15425","20042C1",2004,"F","20042C1_TA15425",17.7,23.5,73,"6","19/06/2004"
"17703","VR91220","20042C111",2004,"F","20042C111_VR91220",17.3,23,70.1,"5","16/06/2004"
"17704","H300068","20042C21",2004,"F","20042C21_H300068",17.2,22,70,"5","16/06/2004"
"17705","VS84959","20051CP5",2005,"F","20051CP5_VS84959",17.6,NA,72,"6","23/05/2005"
"17706","C695399","20051EX48",2005,"F","20051EX48_C695399",19.7,NA,74,"6","26/05/2005"
"17707","A225396","20051MP13",2005,"F","20051MP13_A225396",18,20.1,74,"5","18/05/2005"
"17708","T176486","20051MP17",2005,"F","20051MP17_T176486",19.2,19.5,73,"5","31/05/2005"
"17709","VH99600","20051MP20",2005,"F","20051MP20_VH99600",18,19.4,73,"5","18/05/2005"
"17710","T550056","20051MP22",2005,"F","20051MP22_T550056",19.8,0,71,"5","29/05/2005"
"17711","TC58158","20051MP26",2005,"F","20051MP26_TC58158",18.2,20.4,73,"5","23/05/2005"
"17712","A225410","20051MP31",2005,"F","20051MP31_A225410",15.3,19.1,71,"5","15/05/2005"
"17713","T550054","20051MP32",2005,"F","20051MP32_T550054",19.4,19.2,74.5,"5","22/05/2005"
"17714","T550059","20051MP35",2005,"F","20051MP35_T550059",17.5,19.1,73,"5","15/05/2005"
"17715","TB26290","20051MP36",2005,"F","20051MP36_TB26290",18.6,20.3,75,"5","15/05/2005"
"17716","T550036","20051MP42",2005,"F","20051MP42_T550036",19.5,19.5,73.5,"5","13/05/2005"
"17717","A225408","20051MP46",2005,"F","20051MP46_A225408",17.3,19.4,72.5,"5","23/05/2005"
"17718","T550035","20051MP47",2005,"F","20051MP47_T550035",16.5,18.8,73.5,"5","18/05/2005"
"17719","TC58229","20051MP48",2005,"F","20051MP48_TC58229",18.5,18.7,73,"5","21/05/2005"
"17720","TB26144","20051MP50",2005,"F","20051MP50_TB26144",18.5,20.5,74.5,"5","12/05/2005"
"17721","T550041","20051MP52",2005,"F","20051MP52_T550041",15.8,19.2,73,"5","28/05/2005"
"17722","R639002","20051MP53",2005,"F","20051MP53_R639002",17,20.1,74,"6","08/05/2005"
"17723","T550082","20051MP55",2005,"F","20051MP55_T550082",18.5,20.2,73,"5","13/05/2005"
"17724","TB26054","20051MP59",2005,"F","20051MP59_TB26054",18,19.4,73,"5","17/05/2005"
"17725","A225307","20051MP6",2005,"F","20051MP6_A225307",17.5,19.6,72,"5","21/05/2005"
"17726","TB26510","20051MP60",2005,"F","20051MP60_TB26510",18.4,19.6,74,"5","13/05/2005"
"17727","VS84727","20051MP61",2005,"F","20051MP61_VS84727",18.4,19.6,74,"6","12/05/2005"
"17728","TA16184","20051MP65",2005,"F","20051MP65_TA16184",18.2,19.5,74.5,"6","10/05/2005"
"17729","T550076","20051MP68",2005,"F","20051MP68_T550076",17.3,20.5,74.5,"5","10/05/2005"
"17730","TB26185","20051MP7",2005,"F","20051MP7_TB26185",19,19.4,72.5,"5","30/05/2005"
"17731","N199109","20051MP70",2005,"F","20051MP70_N199109",19.5,19,74.5,"6","17/05/2005"
"17732","TB26116","20051MP71",2005,"F","20051MP71_TB26116",17.2,20.4,72.5,"5","17/05/2005"
"17733","K604567","20051MP73",2005,"F","20051MP73_K604567",17.5,19.5,74,"6","17/05/2005"
"17734","TB26077","20051MP74",2005,"F","20051MP74_TB26077",18.8,19.8,72,"5","24/05/2005"
"17735","R639004","20051MP75",2005,"F","20051MP75_R639004",19.7,20.1,75,"6","18/05/2005"
"17736","TB26121","20051MP80",2005,"F","20051MP80_TB26121",19.4,20.1,71,"5","26/05/2005"
"17737","VF64135","20051MP81",2005,"F","20051MP81_VF64135",17.2,20.8,73,"6","17/05/2005"
"17738","T640205","20051MP89",2005,"F","20051MP89_T640205",20,21,77,"5","31/05/2005"
"17739","P439186","20051MP90",2005,"F","20051MP90_P439186",18.6,20.6,79,"6","30/05/2005"
"17740","P439282","20051MP92",2005,"F","20051MP92_P439282",19.2,0,74,"5","22/05/2005"
"17741","T550098","20051MP93",2005,"F","20051MP93_T550098",18.3,18.8,73.5,"5","17/05/2005"
"17742","TB26274","20051MP95",2005,"F","20051MP95_TB26274",18.5,21,74,"5","24/05/2005"
"17743","TA16082","20051MP96",2005,"F","20051MP96_TA16082",19.3,18.5,74.5,"6","30/05/2005"
"17744","VF63170","20051MP97",2005,"F","20051MP97_VF63170",19.2,20,74,"6","01/06/2005"
"17745","NF63822","20051O49",2005,"F","20051O49_NF63822",17.2,20.4,72.5,"5","26/05/2005"
"17746","VR91379","20061B107",2006,"F","20061B107_VR91379",18.9,22.9,73,"6","21/06/2006"
"17747","T550200","20061B15",2006,"F","20061B15_T550200",18.3,22.1,72.5,"5","18/05/2006"
"17748","TE80522","20061B184",2006,"F","20061B184_TE80522",17.7,22.6,73,"5","30/06/2006"
"17749","TE80011","20061B194A",2006,"F","20061B194A_TE80011",18.2,22.7,72,"5","27/06/2006"
"17750","TC58018","20061B196",2006,"F","20061B196_TC58018",19.6,23.5,75.5,"6","22/06/2006"
"17751","T640009","20061B203",2006,"F","20061B203_T640009",17.6,22.5,72,"5","17/06/2006"
"17752","N199295","20061B207",2006,"F","20061B207_N199295",19.6,22.8,73,"6","22/06/2006"
"17753","N199324","20061B211",2006,"F","20061B211_N199324",17,22.4,73,"5","24/06/2006"
"17754","T640008","20061B216",2006,"F","20061B216_T640008",18.6,23.5,76,"5","28/06/2006"
"17755","N199333","20061B60",2006,"F","20061B60_N199333",17.7,22.4,74,"6","19/05/2006"
"17756","VF63472","20061B63",2006,"F","20061B63_VF63472",18.4,23.3,73.5,"6","16/06/2006"
"17757","N199336","20061B77",2006,"F","20061B77_N199336",17.8,22.3,73.5,"5","19/05/2006"
"17758","T640005","20061B8",2006,"F","20061B8_T640005",19.3,22,73,"6","25/06/2006"
"17759","TA16146","20061B80",2006,"F","20061B80_TA16146",18.6,22.4,74,"6","22/06/2006"
"17760","TE79381","20061B89",2006,"F","20061B89_TE79381",17.5,21.5,72,"5","26/06/2006"
"17761","P439051","20061B99A",2006,"F","20061B99A_P439051",19.6,22.9,75.5,"6","29/06/2006"
"17762","TC58161","20061C2",2006,"F","20061C2_TC58161",19.5,24,72,"6","25/05/2006"
"17763","R639202","20061EX90",2006,"F","20061EX90_R639202",17.7,NA,74,"5","02/06/2006"
"17764","N199331","20061MP12",2006,"F","20061MP12_N199331",17.8,19.8,72,"5","02/06/2006"
"17765","N199384","20061MP14",2006,"F","20061MP14_N199384",17.6,20.7,72,"5","25/05/2006"
"17766","TE80258","20061MP15",2006,"F","20061MP15_TE80258",17.3,19.5,72,"5","16/05/2006"
"17767","N199329","20061MP18",2006,"F","20061MP18_N199329",18.9,19.8,72,"5","23/05/2006"
"17768","VH99600","20061MP20",2006,"F","20061MP20_VH99600",17.7,19.4,75,"6","16/05/2006"
"17769","TC58158","20061MP25",2006,"F","20061MP25_TC58158",18.9,20.4,72,"6","23/05/2006"
"17770","N199385","20061MP26",2006,"F","20061MP26_N199385",17.5,19.6,72,"5","26/05/2006"
"17771","TB26290","20061MP27",2006,"F","20061MP27_TB26290",18.3,20.5,76.5,"6","18/05/2006"
"17772","N199318","20061MP3",2006,"F","20061MP3_N199318",17.5,19.3,71,"5","24/05/2006"
"17773","T550054","20061MP33",2006,"F","20061MP33_T550054",17,19.6,74,"6","26/05/2006"
"17774","T550059","20061MP34",2006,"F","20061MP34_T550059",17.4,19.3,74.5,"6","23/05/2006"
"17775","TB26121","20061MP35",2006,"F","20061MP35_TB26121",18,20.2,72,"6","19/05/2006"
"17776","N199383","20061MP36",2006,"F","20061MP36_N199383",17.3,20,73,"5","25/05/2006"
"17777","T550036","20061MP37",2006,"F","20061MP37_T550036",17.5,19.5,70.5,"6","17/05/2006"
"17778","N199388","20061MP43",2006,"F","20061MP43_N199388",17.1,20.3,73,"6","27/05/2006"
"17779","TB26144","20061MP46",2006,"F","20061MP46_TB26144",19.4,20.4,72,"6","21/05/2006"
"17780","TE79013","20061MP47",2006,"F","20061MP47_TE79013",17,19.8,73,"5","29/05/2006"
"17781","N199105","20061MP49",2006,"F","20061MP49_N199105",18.2,19.8,74,"6","23/05/2006"
"17782","TB26069","20061MP51",2006,"F","20061MP51_TB26069",18.5,19.7,77,"6","02/06/2006"
"17783","TE79039","20061MP53",2006,"F","20061MP53_TE79039",17.6,19.8,72,"5","22/05/2006"
"17784","T550189","20061MP55",2006,"F","20061MP55_T550189",16.6,20.3,72,"5","20/05/2006"
"17785","T550041","20061MP56",2006,"F","20061MP56_T550041",17,18.9,72.5,"6","27/05/2006"
"17786","T640211","20061MP60",2006,"F","20061MP60_T640211",18.5,20.2,74.5,"5","20/05/2006"
"17787","N199380","20061MP65",2006,"F","20061MP65_N199380",18,19.6,71.5,"5","22/05/2006"
"17788","TA16184","20061MP66",2006,"F","20061MP66_TA16184",18,19.6,74,"6","19/05/2006"
"17789","T550076","20061MP68",2006,"F","20061MP68_T550076",17.8,20.4,74,"6","15/05/2006"
"17790","N199387","20061MP70",2006,"F","20061MP70_N199387",18.1,20,72.5,"5","26/05/2006"
"17791","N199109","20061MP71",2006,"F","20061MP71_N199109",18.9,19.2,73,"6","21/05/2006"
"17792","R639004","20061MP74",2006,"F","20061MP74_R639004",19.5,20.1,76,"6","20/05/2006"
"17793","TB26054","20061MP75",2006,"F","20061MP75_TB26054",18.6,19.3,74,"6","19/05/2006"
"17794","TB26077","20061MP78",2006,"F","20061MP78_TB26077",18.8,19.7,72,"6","21/05/2006"
"17795","T550035","20061MP79",2006,"F","20061MP79_T550035",16.8,18.6,73,"6","26/05/2006"
"17796","N199312","20061MP89",2006,"F","20061MP89_N199312",18.2,19.2,72,"5","21/05/2006"
"17797","N199381","20061MP9",2006,"F","20061MP9_N199381",17.8,19,72,"5","24/05/2006"
"17798","TE79083","20061MP92",2006,"F","20061MP92_TE79083",18.1,19.9,72,"5","24/05/2006"
"17799","P439282","20061MP93",2006,"F","20061MP93_P439282",19.3,21.1,75,"6","17/05/2006"
"17800","P639106","20061P21",2006,"F","20061P21_P639106",17.5,NA,NA,"6","16/06/2006"
"17801","N199440","20061SW54",2006,"F","20061SW54_N199440",17.6,20.5,72,"5","25/05/2006"
"17802","T640107","20061W91",2006,"F","20061W91_T640107",18.8,NA,73,"5","22/05/2006"
"17803","H300070","20071C62",2007,"F","20071C62_H300070",18.7,24,72,"5","23/05/2007"
"17804","R639189","20071EX17",2007,"F","20071EX17_R639189",19.1,NA,71.5,"5","21/05/2007"
"17805","N201000","20071SW3",2007,"F","20071SW3_N201000",18.5,20.5,71.1,"6","07/05/2007"
"17806","TK27867","20081B10",2008,"F","20081B10_TK27867",18.2,22.2,73.5,"5","21/05/2008"
"17807","T640067","20081B109",2008,"F","20081B109_T640067",19.2,23.2,71.5,"6","18/05/2008"
"17808","T640011","20081B116",2008,"F","20081B116_T640011",20.2,23.1,75.5,"6","20/05/2008"
"17809","TK25796","20081B125",2008,"F","20081B125_TK25796",19,22.5,77.5,"6","24/05/2008"
"17810","R639465","20081B126",2008,"F","20081B126_R639465",17.9,22.8,73,"6","26/05/2008"
"17811","TC59631","20081B140",2008,"F","20081B140_TC59631",18,23.1,73,"6","24/05/2008"
"17812","R639487","20081B147",2008,"F","20081B147_R639487",18.1,22.4,73.5,"6","30/05/2008"
"17813","X235605","20081B16",2008,"F","20081B16_X235605",18.8,23.2,75,"5","22/05/2008"
"17814","X235601","20081B161",2008,"F","20081B161_X235601",18.6,22.4,76,"5","19/05/2008"
"17815","TB27452","20081B163",2008,"F","20081B163_TB27452",16.6,21.5,73,"5","27/05/2008"
"17816","T640081","20081B178",2008,"F","20081B178_T640081",18.6,23,75,"6","24/05/2008"
"17817","TK26899","20081B189",2008,"F","20081B189_TK26899",17.8,22.2,71,"5","23/05/2008"
"17818","T640099","20081B195",2008,"F","20081B195_T640099",19.3,22.9,73,"5","19/06/2008"
"17819","TK27148","20081B20",2008,"F","20081B20_TK27148",19,23.4,73.5,"6","14/05/2008"
"17820","T640098","20081B208",2008,"F","20081B208_T640098",18.6,22.2,74,"6","23/05/2008"
"17821","R639275","20081B211",2008,"F","20081B211_R639275",20.4,22.9,77,"6","24/05/2008"
"17822","TJ27682","20081B217",2008,"F","20081B217_TJ27682",17.6,22.1,74,"5","21/05/2008"
"17823","TJ25799","20081B222",2008,"F","20081B222_TJ25799",18.5,22.9,73.5,"5","25/05/2008"
"17824","T640099","20081B225",2008,"F","20081B225_T640099",19.3,23,73.5,"5","16/05/2008"
"17825","T640065","20081B227",2008,"F","20081B227_T640065",18.8,22.8,78,"6","20/05/2008"
"17826","X235602","20081B229",2008,"F","20081B229_X235602",17.8,21,77,"5","21/05/2008"
"17827","TJ26504","20081B27",2008,"F","20081B27_TJ26504",19.3,23,74,"5","18/05/2008"
"17828","TJ27702","20081B32",2008,"F","20081B32_TJ27702",17.4,22.8,75,"5","28/05/2008"
"17829","T640096","20081B36",2008,"F","20081B36_T640096",18,23.2,75,"6","27/05/2008"
"17830","TK25601","20081B38",2008,"F","20081B38_TK25601",17.4,23,75,"6","26/05/2008"
"17831","X235616","20081B5",2008,"F","20081B5_X235616",18.1,23.5,72,"5","02/06/2008"
"17832","TK26987","20081B63",2008,"F","20081B63_TK26987",17.3,22.1,70.5,"5","23/05/2008"
"17833","X235614","20081B70",2008,"F","20081B70_X235614",16.9,22.1,72,"5","30/05/2008"
"17834","X235615","20081B76",2008,"F","20081B76_X235615",17.4,22.2,71.5,"5","30/05/2008"
"17835","X235609","20081B77",2008,"F","20081B77_X235609",19.2,23.2,74,"5","27/05/2008"
"17836","TK27426","20081B79",2008,"F","20081B79_TK27426",17.4,23,73,"6","24/05/2008"
"17837","TK27930","20081B79A",2008,"F","20081B79A_TK27930",19,23,72.5,"5","22/05/2008"
"17838","T640100","20081B86",2008,"F","20081B86_T640100",17.9,22.3,74,"5","18/05/2008"
"17839","TJ26069","20081B89",2008,"F","20081B89_TJ26069",17.4,21.8,75,"5","26/05/2008"
"17840","X235611","20081B92",2008,"F","20081B92_X235611",16.9,22.7,73,"5","29/05/2008"
"17841","K578765","20081B96",2008,"F","20081B96_K578765",19.4,22.6,75,"5","22/05/2008"
"17842","K578737","20081B98",2008,"F","20081B98_K578737",18.6,21.6,71.5,"5","24/05/2008"
"17843","T640378","20081C105",2008,"F","20081C105_T640378",18,20.9,76,"5","20/05/2008"
"17844","VR98050","20081C107",2008,"F","20081C107_VR98050",17.7,20,74,"6","15/05/2008"
"17845","F952478","20081C108",2008,"F","20081C108_F952478",18.5,20.3,73,"6","12/05/2008"
"17846","T640811","20081C109",2008,"F","20081C109_T640811",18.6,20.7,73.5,"5","13/05/2008"
"17847","T640807","20081C11",2008,"F","20081C11_T640807",20.3,20.3,73,"5","12/05/2008"
"17848","TB27284","20081C112",2008,"F","20081C112_TB27284",17.3,20.3,73,"5","23/05/2008"
"17849","T640816","20081C119",2008,"F","20081C119_T640816",18.5,20.5,72.5,"5","17/05/2008"
"17850","F952459","20081C123",2008,"F","20081C123_F952459",19.3,20.4,71.5,"6","21/05/2008"
"17851","T176948","20081C124",2008,"F","20081C124_T176948",17.1,19,70,"5","31/05/2008"
"17852","T177715","20081C126",2008,"F","20081C126_T177715",17.9,19.2,74,"6","21/05/2008"
"17853","TK27169","20081C14",2008,"F","20081C14_TK27169",18.2,20,74,"6","13/05/2008"
"17854","T640812","20081C143",2008,"F","20081C143_T640812",19.4,21,71,"5","13/05/2008"
"17855","T640383","20081C146",2008,"F","20081C146_T640383",18.9,20.4,74,"5","22/05/2008"
"17856","TK26893","20081C15",2008,"F","20081C15_TK26893",18.2,19.7,70.5,"5","26/05/2008"
"17857","TK26991","20081C152",2008,"F","20081C152_TK26991",18.1,20,68,"5","12/05/2008"
"17858","T177768","20081C156",2008,"F","20081C156_T177768",17.4,19,72,"6","20/05/2008"
"17859","T176944","20081C157",2008,"F","20081C157_T176944",17.8,20.5,71.5,"5","14/05/2008"
"17860","T640804","20081C16",2008,"F","20081C16_T640804",17.5,20,71.5,"5","12/05/2008"
"17861","TB27262","20081C160B",2008,"F","20081C160B_TB27262",19.4,20,73,"5","22/05/2008"
"17862","TB27253","20081C163",2008,"F","20081C163_TB27253",17.4,20.3,71.5,"5","21/05/2008"
"17863","T640818","20081C19",2008,"F","20081C19_T640818",17.9,20.3,72,"5","24/05/2008"
"17864","TK27757","20081C23",2008,"F","20081C23_TK27757",18.5,20.1,72.5,"5","17/05/2008"
"17865","T176941","20081C24C",2008,"F","20081C24C_T176941",18,19.5,73.5,"5","20/05/2008"
"17866","T640809","20081C32",2008,"F","20081C32_T640809",17.2,19.3,71.5,"5","13/05/2008"
"17867","F952477","20081C33",2008,"F","20081C33_F952477",19,20.2,72.5,"6","20/05/2008"
"17868","N199441","20081C36",2008,"F","20081C36_N199441",17.3,19.8,71,"6","12/05/2008"
"17869","F952462","20081C39",2008,"F","20081C39_F952462",18.3,19.7,74.5,"6","15/05/2008"
"17870","TE79871","20081C40",2008,"F","20081C40_TE79871",18.2,20.1,73.5,"6","19/05/2008"
"17871","TB27357","20081C44",2008,"F","20081C44_TB27357",19,20.3,71.5,"6","13/05/2008"
"17872","TB27138","20081C45",2008,"F","20081C45_TB27138",20.1,20,73,"6","14/05/2008"
"17873","F952464","20081C49",2008,"F","20081C49_F952464",17.5,19.7,74,"6","21/05/2008"
"17874","TC58655","20081C54",2008,"F","20081C54_TC58655",18.1,20.2,70.5,"5","12/05/2008"
"17875","T177712","20081C56",2008,"F","20081C56_T177712",18.3,19.7,71,"6","14/05/2008"
"17876","TK25571","20081C58",2008,"F","20081C58_TK25571",18.2,19.8,73,"6","21/05/2008"
"17877","T640382","20081C61",2008,"F","20081C61_T640382",18.6,19.5,76,"6","22/05/2008"
"17878","T640379","20081C62",2008,"F","20081C62_T640379",18,20,73,"5","21/05/2008"
"17879","TC58193","20081C7",2008,"F","20081C7_TC58193",18.6,21.1,73,"6","15/05/2008"
"17880","TA15346","20081CP11",2008,"F","20081CP11_TA15346",18.5,NA,76,"6","28/05/2008"
"17881","TC58046","20081CP16",2008,"F","20081CP16_TC58046",18.2,19.9,74,"6","24/05/2008"
"17882","R639246","20081CP20",2008,"F","20081CP20_R639246",18.9,NA,76,"6","16/05/2008"
